id,title,island,locality,area,price,beds,size,floor,date
,"Penthouse in avenida Lucio Diaz Flores Feo, 24, Las Chafiras, San Miguel de Abona",Mallorca,San Miguel de Abona,Las Chafiras,143500,2,94,2,2020-09-15
,"Flat / Apartment in calle pérez zamora, 56, Distrito Playa Jardín, Puerto de la Cruz",Mallorca,Puerto de la Cruz,Distrito Playa Jardín,175000,2,104,5,2020-09-15
,"Flat / Apartment in avenida Ppal Añaza Cruce calle la Coruja. Residencial Alba, 1, Añaza, Santa Cruz de Tenerife",Mallorca,Santa Cruz de Tenerife,Añaza,140000,3,100,2,2020-09-15
,"Flat / Apartment in calle Trasera San Blas, 29, Golf del Sur-Amarilla Golf, San Miguel de Abona",Mallorca,San Miguel de Abona,Golf del Sur-Amarilla Golf,168000,2,70,1,2020-09-15
,"Flat / Apartment in calle Celia Cruz, 2, Los Llanos-El Cabo, Santa Cruz de Tenerife",Mallorca,Santa Cruz de Tenerife,Los Llanos-El Cabo,167000,1,50,7,2020-09-15
,"Flat / Apartment in Palm Mar, Arona",Mallorca,Arona,Palm Mar,189000,1,72,1,2020-09-15
,"Flat / Apartment in Los Abrigos, Granadilla de Abona",Mallorca,Granadilla de Abona,Los Abrigos,126000,2,60,1,2020-09-15
,"Flat / Apartment in Torviscas Bajo, Adeje",Mallorca,Adeje,Torviscas Bajo,180000,1,55,2,2020-09-15
,"Flat / Apartment in Villas Canarias, Torviscas Centro y Alto, Adeje",Mallorca,Adeje,Torviscas Centro y Alto,170000,1,100,1,2020-09-15
,"Flat / Apartment in calle el horno, Callao Salvaje - Playa Paraíso, Adeje",Mallorca,Adeje,Callao Salvaje - Playa Paraíso,134000,1,61,3,2020-09-15
,"Flat / Apartment in avenida Viera y Clavijo, Casco Urbano, Adeje",Mallorca,Adeje,Casco Urbano,195000,2,79,4,2020-09-15
,"Flat / Apartment in avenida la salle, La Salle, Santa Cruz de Tenerife",Mallorca,Santa Cruz de Tenerife,La Salle,180000,2,85,3,2020-09-15
,Penthouse in La Matanza de Acentejo,Mallorca,La Matanza de Acentejo,,115000,3,85,3,2020-09-15
,"Flat / Apartment in Callao Salvaje - Playa Paraíso, Adeje",Mallorca,Adeje,Callao Salvaje - Playa Paraíso,199000,2,70,2,2020-09-15
,"Flat / Apartment in Puerto de Santiago, Santiago del Teide",Mallorca,Santiago del Teide,Puerto de Santiago,126000,1,70,3,2020-09-15
,"Penthouse in Callao Salvaje - Playa Paraíso, Adeje",Mallorca,Adeje,Callao Salvaje - Playa Paraíso,169000,1,50,2,2020-09-15
,"Flat / Apartment in ADEJE, NN, Playa de las Américas, Arona",Mallorca,Arona,Playa de las Américas,175000,1,51,8,2020-09-15
,"Penthouse in calle Calamar, 3, Los Abrigos, Granadilla de Abona",Mallorca,Granadilla de Abona,Los Abrigos,110000,2,73,2,2020-09-15
,"Flat / Apartment in calle Mencey, 50, Charco del Pino, Granadilla de Abona",Mallorca,Granadilla de Abona,Charco del Pino,140000,3,135,2,2020-09-15
,"Flat / Apartment in calle la folia, 90, Las Chafiras, San Miguel de Abona",Mallorca,San Miguel de Abona,Las Chafiras,112000,1,55,1,2020-09-15
,"Penthouse in calle Chindia, 43, Valle San Lorenzo, Arona",Mallorca,Arona,Valle San Lorenzo,110000,2,67,2,2020-09-15
,"Penthouse in paseo soria, 2, Cabo Blanco, Arona",Mallorca,Arona,Cabo Blanco,125000,2,86,3,2020-09-15
,"Flat / Apartment in calle heliodoro rodríguez lópez, 30, La Salle, Santa Cruz de Tenerife",Mallorca,Santa Cruz de Tenerife,La Salle,170000,3,85,3,2020-09-15
,"Flat / Apartment in calle Luján Pérez, 22, Casco Urbano, Adeje",Mallorca,Adeje,Casco Urbano,185000,2,90,2,2020-09-15
,"Flat / Apartment in calle los Ángeles, 1, Puerto de Santiago, Santiago del Teide",Mallorca,Santiago del Teide,Puerto de Santiago,160000,3,108,1,2020-09-15
,"Flat / Apartment in calle Luján Pérez, 11, Casco Urbano, Adeje",Mallorca,Adeje,Casco Urbano,168000,3,100,2,2020-09-15
,"Flat / Apartment in calle Tajinaste, 10, Tabaiba, El Rosario",Mallorca,El Rosario,Tabaiba,125000,2,88,2,2020-09-15
,"Flat / Apartment in calle Alcalde García Ramos, 4, Los Gladiolos, Santa Cruz de Tenerife",Mallorca,Santa Cruz de Tenerife,Los Gladiolos,90000,3,114,3,2020-09-15
,"Flat / Apartment in avenida de la Constitución, 45, Casco Urbano, Adeje",Mallorca,Adeje,Casco Urbano,165000,2,72,2,2020-09-15
,"Flat / Apartment in calle Teobaldo Power, 1, La Laguna, San Cristóbal de la Laguna",Mallorca,San Cristóbal de la Laguna,La Laguna,163000,3,98,2,2020-09-15
,"Flat / Apartment in avenida V Centenario, 1, Playa de las Américas, Adeje",Mallorca,Adeje,Playa de las Américas,190000,1,42,6,2020-09-15
,"Flat / Apartment in calle Juan Sebastian Elcano, 3, Radazul, El Rosario",Mallorca,El Rosario,Radazul,200000,2,85,4,2020-09-15
,"Flat / Apartment in calle Camilo Jose Cela, 66, Guargacho, San Miguel de Abona",Mallorca,San Miguel de Abona,Guargacho,105000,2,65,2,2020-09-15
,"Flat / Apartment in calle Izcagua, 1, Cho-Guaza, Arona",Mallorca,Arona,Cho-Guaza,135000,2,80,2,2020-09-15
,"Flat / Apartment in calle Era del Valo, 44, Valle San Lorenzo, Arona",Mallorca,Arona,Valle San Lorenzo,126850,3,98,2,2020-09-15
