island,locality,area,price,beds,size,floor,date
Lanzarote,Arrecife,Argana-Maneje,78000,2,62,1,2020-09-09
Lanzarote,Haria,plaza León y Castillo,171000,2,95,Ground floor,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,94000,3,131,,2020-09-09
Lanzarote,Arrecife,Centro,132700,3,102,,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,123000,3,99,1,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,90100,2,63,Ground floor,2020-09-09
Lanzarote,Arrecife,Argana-Maneje,108472,3,69,,2020-09-09
Lanzarote,Yaiza,Montaña Roja,105800,2,72,Ground floor,2020-09-09
Lanzarote,Yaiza,Montaña Roja,98390,2,57,Ground floor,2020-09-09
Lanzarote,Yaiza,Playa Blanca,150000,2,65,1,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,80000,2,65,Ground floor,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,62400,2,57,Ground floor,2020-09-09
Lanzarote,Arrecife,Argana-Maneje,197800,4,196,,2020-09-09
Lanzarote,Yaiza,Costa de Papagayo,159000,2,88,1,2020-09-09
Lanzarote,Tias,Puerto del Carmen,168000,2,55,1,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,150000,2,96,1,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,94000,3,131,1,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,88000,3,86,1,2020-09-09
Lanzarote,Arrecife,Centro,126000,3,89,1,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,76000,2,52,1,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,175000,3,100,3,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,145000,2,85,Ground floor,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,147000,3,83,Ground floor,2020-09-09
Lanzarote,Arrecife,Argana-Maneje,108500,3,80,1,2020-09-09
Lanzarote,Arrecife,Centro,110000,3,96,,2020-09-09
Lanzarote,Arrecife,Centro,110000,3,95,1,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,80000,2,65,,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,82000,3,91,,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,62400,2,58,,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,80000,2,65,,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,175000,3,101,2,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,175000,3,102,3,2020-09-09
Lanzarote,Tias,Tías,140000,2,64,1,2020-09-09
Lanzarote,Arrecife,Centro,88000,2,72,1,2020-09-09
Lanzarote,Yaiza,Playa Blanca,109000,2,65,1,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,128000,2,80,,2020-09-09
Lanzarote,Arrecife,Centro,150000,4,104,,2020-09-09
Lanzarote,Teguise,Famara-La Graciosa,190000,2,80,1,2020-09-09
Lanzarote,Arrecife,Centro,125000,3,100,2,2020-09-09
Lanzarote,Arrecife,Argana-Maneje,145000,3,78,3,2020-09-09
Lanzarote,San Bartolomé,21,175000,2,102,1,2020-09-09
Lanzarote,Arrecife,Centro,110000,3,95,Ground floor,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,62400,2,52,Ground floor,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,80000,2,60,Ground floor,2020-09-09
Lanzarote,San Bartolomé,calle Halcón,145000,2,66,2,2020-09-09
Lanzarote,Arrecife,Argana-Maneje,78000,2,57,Ground floor,2020-09-09
Lanzarote,Tias,Puerto del Carmen,177600,2,80,Ground floor,2020-09-09
Lanzarote,Tias,Tías,132000,2,77,1,2020-09-09
Lanzarote,Arrecife,Argana-Maneje,90000,2,72,1,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,199000,4,154,Ground floor,2020-09-09
Lanzarote,Yaiza,Montaña Roja,115000,2,62,Ground floor,2020-09-09
Lanzarote,Yaiza,Montaña Roja,149500,2,90,,2020-09-09
Lanzarote,Teguise,Costa Teguise,187000,3,104,Ground floor,2020-09-09
Lanzarote,Teguise,Costa Teguise,150000,2,68,Ground floor,2020-09-09
Lanzarote,Tinajo,Costa Teguise,150000,2,68,Ground floor,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,119000,2,70,2,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,111700,2,82,2,2020-09-09
Lanzarote,Yaiza,Montaña Roja,115000,2,105,Ground floor,2020-09-09
Lanzarote,Tias,Puerto del Carmen,189000,2,51,Mezzanine,2020-09-09
Lanzarote,Haria,calle Santa Bárbara,126000,3,240,Mezzanine,2020-09-09
Lanzarote,Arrecife,Centro,132000,3,70,3,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,95500,2,80,1,2020-09-09
Lanzarote,Arrecife,Argana-Maneje,90000,2,55,Ground floor,2020-09-09
Lanzarote,San Bartolomé,16,135000,2,75,Ground floor,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,150000,3,116,2,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,140000,4,80,5,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,130000,4,150,2,2020-09-09
Lanzarote,San Bartolomé,150,130000,2,70,1,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,147000,3,83,Ground floor,2020-09-09
Lanzarote,Arrecife,Centro,145000,2,80,1,2020-09-09
Lanzarote,San Bartolomé,9,199999,2,140,Ground floor,2020-09-09
Lanzarote,Arrecife,Argana-Maneje,106000,2,84,,2020-09-09
Lanzarote,Yaiza,Montaña Roja,109000,2,56,,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,190000,2,95,1,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,115000,3,75,3,2020-09-09
Lanzarote,Arrecife,Centro,100000,3,85,2,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,180000,5,156,,2020-09-09
Lanzarote,Yaiza,Puerto Calero,180000,2,95,,2020-09-09
Lanzarote,Yaiza,Costa de Papagayo,160000,2,65,,2020-09-09
Lanzarote,Arrecife,Argana-Maneje,145000,3,125,,2020-09-09
Lanzarote,Arrecife,Argana-Maneje,79000,2,52,Ground floor,2020-09-09
Lanzarote,Arrecife,Argana-Maneje,75000,2,70,Ground floor,2020-09-09
Lanzarote,Arrecife,Argana-Maneje,65000,2,66,Ground floor,2020-09-09
Lanzarote,Arrecife,Centro,135000,3,93,Ground floor,2020-09-09
Lanzarote,Arrecife,Argana-Maneje,80000,2,61,Ground floor,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,120000,4,77,,2020-09-09
Lanzarote,Arrecife,Argana-Maneje,93000,3,88,,2020-09-09
Lanzarote,San Bartolomé,Argana-Maneje,93000,3,88,,2020-09-09
Lanzarote,Arrecife,Argana-Maneje,66000,2,70,,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,135600,3,99,1,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,178000,3,104,2,2020-09-09
Lanzarote,San Bartolomé,NN,155000,3,92,1,2020-09-09
Lanzarote,San Bartolomé,NN,155000,3,92,1,2020-09-09
Lanzarote,San Bartolomé,NN,155000,3,92,1,2020-09-09
Lanzarote,Arrecife,Centro,110000,2,60,1,2020-09-09
Lanzarote,Arrecife,Centro,82000,2,77,3,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,105000,2,55,2,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,119500,3,78,Ground floor,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,133000,3,78,1,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,90100,2,63,1,2020-09-09
Lanzarote,Arrecife,Argana-Maneje,90000,2,60,Ground floor,2020-09-09
Lanzarote,San Bartolomé,8,155000,3,98,1,2020-09-09
Lanzarote,Arrecife,Argana-Maneje,120000,3,177,2,2020-09-09
Lanzarote,Yaiza,Montaña Roja,137090,2,97,,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,95000,2,60,Ground floor,2020-09-09
Lanzarote,Yaiza,Playa Blanca,200000,2,90,1,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,116000,2,82,2,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,120000,3,100,2,2020-09-09
Lanzarote,San Bartolomé,1,173000,2,78,Ground floor,2020-09-09
Lanzarote,Yaiza,Playa Blanca,130000,2,60,Ground floor,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,99000,2,85,1,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,106000,2,80,Ground floor,2020-09-09
Lanzarote,Arrecife,Argana-Maneje,75000,2,68,Ground floor,2020-09-09
Lanzarote,Teguise,Costa Teguise,159000,2,80,Ground floor,2020-09-09
Lanzarote,Tias,Puerto del Carmen,179000,2,45,Ground floor,2020-09-09
Lanzarote,Tias,Tías,140000,2,64,1,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,103000,2,71,Ground floor,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,90100,2,63,Ground floor,2020-09-09
Lanzarote,Teguise,Costa Teguise,169000,2,69,Ground floor,2020-09-09
Lanzarote,Arrecife,Argana-Maneje,165500,3,87,Ground floor,2020-09-09
Lanzarote,Teguise,Costa Teguise,200000,3,104,2,2020-09-09
Lanzarote,Teguise,Costa Teguise,145000,2,92,Ground floor,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,122000,4,116,1,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,175000,3,92,2,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,120000,4,75,1,2020-09-09
Lanzarote,Arrecife,Centro,101800,2,66,3,2020-09-09
Lanzarote,Teguise,Costa Teguise,187000,2,75,Ground floor,2020-09-09
Lanzarote,Arrecife,Argana-Maneje,63200,2,61,Ground floor,2020-09-09
Lanzarote,Teguise,Costa Teguise,200000,3,105,Ground floor,2020-09-09
Lanzarote,Yaiza,Montaña Roja,125000,2,62,2,2020-09-09
Lanzarote,Arrecife,Argana-Maneje,86000,2,60,Ground floor,2020-09-09
Lanzarote,Arrecife,Argana-Maneje,99000,2,90,Ground floor,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,135000,3,106,2,2020-09-09
Lanzarote,Arrecife,Centro,180000,4,103,4,2020-09-09
Lanzarote,Arrecife,Centro,165000,4,110,3,2020-09-09
Lanzarote,Arrecife,Centro,185000,3,90,1,2020-09-09
Lanzarote,Arrecife,Altavista-Titerroy-San Francisco Javier,120000,3,115,1,2020-09-09
Lanzarote,Arrecife,Valterra-La Vega-Las Salinas,165000,2,80,1,2020-09-09
Lanzarote,Tias,Puerto del Carmen,160000,2,70,1,2020-09-09
Lanzarote,Arrecife,Centro,126000,3,85,2,2020-09-09
