date,address,county,price,description,size,locality
2012-11-08,"13 Riverscourt, Fion Laoi, Ballincollig",Cork,34361,new,38-125 m2,Ballincollig
2012-11-08,"19 Riversedge, Fionn Laoi, Ballincollig",Cork,48899,new,38-125 m2,Ballincollig
2012-11-08,"2 Riverscourt, Fionn Laoi, Ballincollig",Cork,34361,new,38-125 m2,Ballincollig
2012-11-08,"3 Riverscourt, Fionn Laoi, Ballincollig",Cork,34361,new,38-125 m2,Ballincollig
2012-11-08,"30 Riversedge, Fionn Laoi, Ballincollig",Cork,47577,new,38-125 m2,Ballincollig
2012-11-08,"4 Riverscourt, Fionn Laoi, Ballincollig",Cork,26432,new,38-125 m2,Ballincollig
2012-11-08,"5 Riverscourt, Fionn Laoi, Ballincollig",Cork,34361,new,38-125 m2,Ballincollig
2012-11-08,"6 Riverscourt, Fionn Laoi, Ballincollig",Cork,26432,new,38-125 m2,Ballincollig
2012-11-08,"7 Riverscourt, Fionn Laoi, Ballincollig",Cork,26432,new,38-125 m2,Ballincollig
2012-11-08,"8 Riverscourt, Fionn Laoi, Ballincollig",Cork,34361,new,38-125 m2,Ballincollig
2012-11-09,"3 Church View, Station Road, Ballincollig",Cork,100000,second-hand,1-38 m2,Ballincollig
2012-11-12,"126 An Caislean, Ballincollig",Cork,145000,second-hand,1-38 m2,Ballincollig
2012-11-13,"43 Coopers Grange, Old Quarter, Ballincollig",Cork,130000,new,38-125 m2,Ballincollig
2012-11-13,"93 An Caisleã¡N, Ballincollig",Cork,131250,second-hand,1-38 m2,Ballincollig
2012-11-21,"5 Leesdale Grove, Ballincollig",Cork,134000,second-hand,1-38 m2,Ballincollig
2012-11-23,"31 Greystones, Ballincollig",Cork,120000,second-hand,1-38 m2,Ballincollig
2012-11-23,"56 The Green, Coolroe Meadows, Ballincollig",Cork,226000,second-hand,1-38 m2,Ballincollig
2012-11-26,"106 Leslie'S Arch, Old Quarter, Ballincollig",Cork,145000,second-hand,1-38 m2,Ballincollig
2012-11-28,"13 Leslie'S Arch, Old Quarter, Ballincollig",Cork,220000,second-hand,1-38 m2,Ballincollig
2012-11-29,"32 The Cloisters, Ballincollig, Cork",Cork,205000,second-hand,1-38 m2,Ballincollig
2012-11-29,"45 Aylsbury Downs, Ballincollig, Cork",Cork,150000,second-hand,1-38 m2,Ballincollig
2012-12-03,"24 Crawford Pines, Ballincollig",Cork,190000,second-hand,1-38 m2,Ballincollig
2012-12-06,"45 Westcourt, Ballincollig",Cork,160000,second-hand,1-38 m2,Ballincollig
2012-12-07,"17 Leeview, Ballincollig, Cork",Cork,130000,second-hand,1-38 m2,Ballincollig
2012-12-07,"89  Leslies Arch, Old Quarter, Ballincollig",Cork,122000,second-hand,1-38 m2,Ballincollig
2012-12-10,"12A Glincool Park, Ballincollig",Cork,220000,second-hand,1-38 m2,Ballincollig
2012-12-10,"26 The Lawn, Coolroe Meadows, Ballincollig",Cork,180000,second-hand,1-38 m2,Ballincollig
2012-12-14,"34 Oaklands, Ballincollig",Cork,155000,second-hand,1-38 m2,Ballincollig
2012-12-14,"8 Millers Court, Old Quarter, Ballincollig",Cork,200000,new,38-125 m2,Ballincollig
2012-12-18,"8 The Crescent, Highfield Park, Carrigrohane  Ballincollig",Cork,145375,new,38-125 m2,Ballincollig
2012-12-19,"15 Westcourt, Ballincollig",Cork,195000,second-hand,1-38 m2,Ballincollig
2012-12-20,"10 Millers Court, Old Quarter, Ballincollig",Cork,130000,new,38-125 m2,Ballincollig
2012-12-20,"121 Coopers Grange, Old Quarter, Ballincollig",Cork,198500,second-hand,1-38 m2,Ballincollig
2012-12-20,"16 Wyndham Downs, Ballincollig",Cork,157000,second-hand,1-38 m2,Ballincollig
2012-12-20,"44A Westcourt, Ballincollig",Cork,155000,second-hand,1-38 m2,Ballincollig
2012-12-20,"5 Leemount, Carrigrohane",Cork,100000,second-hand,1-38 m2,Ballincollig
2012-12-20,"91 Manor Hill, Ballincollig",Cork,228000,second-hand,1-38 m2,Ballincollig
2012-12-21,"131 Leslies Arch, Old Quarter, Ballincollig",Cork,192000,second-hand,1-38 m2,Ballincollig
2012-12-21,"62 Maple Lawn, Ballincollig",Cork,172000,second-hand,1-38 m2,Ballincollig
2012-12-21,"86 Rosewood Estate, Ballincollig",Cork,134000,second-hand,1-38 m2,Ballincollig
2012-12-24,"20 Hawthorn Avenue, Inniscarra View Estate, Ballincollig",Cork,179000,second-hand,1-38 m2,Ballincollig
2013-01-03,"6 Millers Court, Old Quarter, Ballincollig",Cork,114537,new,38-125 m2,Ballincollig
2013-01-15,"No 6 Old Court Drive, Greenfields, Ballincollig",Cork,207500,second-hand,1-38 m2,Ballincollig
2013-01-17,"76 Westcourt Heights, Ballincollig",Cork,125000,second-hand,1-38 m2,Ballincollig
2013-01-21,"16 The Cedars, Classes Lake, Ballincollig",Cork,193000,second-hand,1-38 m2,Ballincollig
2013-01-22,"12 The Lawn, Coolroe Meadows, Ballincollig",Cork,157500,second-hand,1-38 m2,Ballincollig
2013-01-30,"2 Greystones, Ballincollig",Cork,176000,second-hand,1-38 m2,Ballincollig
2013-01-30,"5 Sunningdale Estate, Ballincollig, Cork",Cork,148000,second-hand,1-38 m2,Ballincollig
2013-02-18,"7 Millers Court, Old Quarter, Ballincollig",Cork,114537,new,38-125 m2,Ballincollig
2013-02-21,"16  Millers Court, Old Quarter Ballincollig",Cork,114537,new,38-125 m2,Ballincollig
2013-02-26,"43 Castle Avenue, Muskerry Estate, Ballincollig",Cork,122000,second-hand,1-38 m2,Ballincollig
2013-03-06,"Fernhurst, Poulavone, Ballincollig",Cork,330000,second-hand,1-38 m2,Ballincollig
2013-03-08,"94 Rosewood Estate, Ballincollig, Cork",Cork,127500,second-hand,1-38 m2,Ballincollig
2013-03-08,"No. 11 Millers Court, Old Quarter, Ballincollig",Cork,114537,new,38-125 m2,Ballincollig
2013-03-12,"16 Westcourt, Ballincollig",Cork,200000,second-hand,1-38 m2,Ballincollig
2013-03-19,"98 The Green, Coolroe Meadows, Ballincollig",Cork,225000,second-hand,1-38 m2,Ballincollig
2013-03-25,"51 Distillery Court, The Maltings, Ballincollig",Cork,120000,second-hand,1-38 m2,Ballincollig
2013-04-09,"8 Chapel Gate, Ballincollig",Cork,121000,second-hand,1-38 m2,Ballincollig
2013-04-09,"Coolatubrid, Carrigrohane, Cork",Cork,150000,second-hand,1-38 m2,Ballincollig
2013-04-12,"Rustic Lodge, Maglin, Ballincollig",Cork,634000,second-hand,1-38 m2,Ballincollig
2013-04-15,"144 Rosewood Estate, Ballincollig",Cork,116000,second-hand,1-38 m2,Ballincollig
2013-04-15,"45 The Cloisters, Ballincollig, Co Cork",Cork,160700,second-hand,1-38 m2,Ballincollig
2013-04-18,"51 Leslies Arch, Old Quarter, Ballincollig",Cork,230000,second-hand,1-38 m2,Ballincollig
2013-05-02,"12  Westcourt, Ballincollig, Co. Cork",Cork,167500,second-hand,1-38 m2,Ballincollig
2013-05-02,"Ballincoumeenig, Upton, Innishannon",Cork,119000,second-hand,1-38 m2,Ballincollig
2013-05-13,"15 Millers Court, Old Quarter, Ballincollig",Cork,114537,new,38-125 m2,Ballincollig
2013-05-17,"22 Old Quarry, Coolroe, Ballincollig",Cork,128000,second-hand,1-38 m2,Ballincollig
2013-05-21,"82 The Lawn, Coolroe Meadows, Ballincollig",Cork,263000,second-hand,1-38 m2,Ballincollig
2013-05-21,"Raheen, Carrigrohane",Cork,200000,second-hand,1-38 m2,Ballincollig
2013-05-27,"11 Glincool Villas, Ballincollig",Cork,162000,second-hand,1-38 m2,Ballincollig
2013-06-01,"155 Carriglee, Ballincollig, Cork",Cork,91000,second-hand,1-38 m2,Ballincollig
2013-06-06,"34 The Green, Coolroe Meadows, Ballincollig",Cork,180000,second-hand,1-38 m2,Ballincollig
2013-06-06,"71 Beech Road, Muskerry Estate, Ballincollig",Cork,152000,second-hand,1-38 m2,Ballincollig
2013-06-07,"'Idaho', Kerry Pike, Carrigrohane",Cork,245000,second-hand,1-38 m2,Ballincollig
2013-06-10,"90 Old Court, Greenfields, Ballincollig",Cork,251500,second-hand,1-38 m2,Ballincollig
2013-06-19,"21 Tara, An Caislean, Ballincollig",Cork,140000,second-hand,1-38 m2,Ballincollig
2013-06-26,"Bracken Lodge, Carrigrohane",Cork,490000,second-hand,1-38 m2,Ballincollig
2013-07-05,"Carriganarra, Ballincollig",Cork,180000,second-hand,1-38 m2,Ballincollig
2013-07-09,"36 Limeworth, Carriganarra",Cork,500422,new,125-1000 m2,Ballincollig
2013-07-10,"187 The Willows, Ballincollig, Co. Cork",Cork,120000,second-hand,1-38 m2,Ballincollig
2013-07-10,"23  Limeworth, Carriganarra, Carrigrohane",Cork,515000,second-hand,1-38 m2,Ballincollig
2013-07-10,"Carrinanaar, Ballincollig",Cork,175000,second-hand,1-38 m2,Ballincollig
2013-07-17,"20 Limeworth, Carriganarra, Carrigrohane",Cork,505000,second-hand,1-38 m2,Ballincollig
2013-07-18,"21 Newgrange, An Caislean, Ballincollig",Cork,125000,second-hand,1-38 m2,Ballincollig
2013-07-19,"175 The Willows, Ballincollig",Cork,140000,second-hand,1-38 m2,Ballincollig
2013-07-22,"Tir Na Nog, Killumney Road, Ballincollig",Cork,306000,second-hand,1-38 m2,Ballincollig
2013-07-26,"68 The Lawn, Coolroe Meadows, Ballincollig",Cork,162000,second-hand,1-38 m2,Ballincollig
2013-07-29,"51 The Lawn, Coolroe Meadows, Ballincollig",Cork,100500,second-hand,1-38 m2,Ballincollig
2013-08-01,"Moyne House, Clash Cross, Carrigrohane",Cork,425000,second-hand,1-38 m2,Ballincollig
2013-08-01,"No. 23 An Caislean, Ballincollig, County Cork",Cork,165000,second-hand,1-38 m2,Ballincollig
2013-08-02,"5 Westcliffe, Ballincollig",Cork,260000,second-hand,1-38 m2,Ballincollig
2013-08-07,"44 An Caislean Drive, Ballincollig",Cork,136000,second-hand,1-38 m2,Ballincollig
2013-08-07,"61 Castle Avenue, Muskerry Estate, Ballincollig",Cork,36250,second-hand,1-38 m2,Ballincollig
2013-08-15,"34 Woodberry, Greenfields, Ballincollig",Cork,299999,second-hand,1-38 m2,Ballincollig
2013-08-15,"Annadrumman, Temple Hill, Carrigrohane",Cork,870000,second-hand,1-38 m2,Ballincollig
2013-08-22,"19  Glincool Crescent, Ballincollig",Cork,150000,second-hand,1-38 m2,Ballincollig
2013-08-27,"Rocklawn, West Village, Ballincollig",Cork,130000,second-hand,1-38 m2,Ballincollig
2013-08-30,"13 Castlepark, Ballincollig",Cork,75000,second-hand,1-38 m2,Ballincollig
2013-09-04,"62 The Cloisters, Ballincollig, Cork",Cork,175000,second-hand,1-38 m2,Ballincollig
2013-09-05,"64 The Green, Coolroe Meadows, Ballincollig",Cork,279000,second-hand,1-38 m2,Ballincollig
2013-09-06,"28 Aylesbury, Ballincollig",Cork,155000,second-hand,1-38 m2,Ballincollig
2013-09-06,"Kilnaglory, Ballincollig, Cork",Cork,265000,second-hand,1-38 m2,Ballincollig
2013-09-09,"1 The Oaks, Classes  Lake, Ballincollig",Cork,240000,second-hand,1-38 m2,Ballincollig
2013-09-09,"27  Fernwalk, Greenfields, Ballincollig",Cork,385000,second-hand,1-38 m2,Ballincollig
2013-09-13,"20 Old Court, Greenfields, Ballincollig",Cork,343000,second-hand,1-38 m2,Ballincollig
2013-09-13,"23 Leslies Arch, Old Quarter, Ballincollig",Cork,115000,second-hand,1-38 m2,Ballincollig
2013-09-13,"30 Parknamore Heights, Ballincollig",Cork,187000,second-hand,1-38 m2,Ballincollig
2013-09-17,"14 Millers Court, Old Quarter, Ballincollig",Cork,130000,second-hand,1-38 m2,Ballincollig
2013-09-18,"35 Waltham Abbey, Old Quarter, Ballincollig",Cork,188000,second-hand,1-38 m2,Ballincollig
2013-09-19,"4 Longrange, Powdermills, Ballincollig",Cork,32000,second-hand,1-38 m2,Ballincollig
2013-09-29,"47 Manor Hill, Ballincollig, Cork",Cork,172000,second-hand,1-38 m2,Ballincollig
2013-09-30,"34 Park Road, Muskerry Estate, Ballincollig",Cork,123556,second-hand,1-38 m2,Ballincollig
2013-09-30,"82 The Green, Coolroe Meadows, Ballincollig",Cork,210000,second-hand,1-38 m2,Ballincollig
2013-10-04,"40 Greystones, Ballincollig",Cork,230000,second-hand,1-38 m2,Ballincollig
2013-10-07,"30 Waltham Abbey, Old Quarter, Ballincollig",Cork,251101,new,125-1000 m2,Ballincollig
2013-10-09,"19 Lisheen Fields, Ballincollig",Cork,281938,new,125-1000 m2,Ballincollig
2013-10-10,"26 Innishmore Estate, Ballincollig, Cork",Cork,73190,second-hand,1-38 m2,Ballincollig
2013-10-11,"10 Distillery Court, The Maltings, Station Road  Ballincollig",Cork,119000,second-hand,1-38 m2,Ballincollig
2013-10-16,"2 Rosewood Estate, Ballincollig",Cork,170000,second-hand,1-38 m2,Ballincollig
2013-10-18,"3 An Caislean, Ballincollig",Cork,135000,second-hand,1-38 m2,Ballincollig
2013-10-25,"1  Castkepark, Ballincollig, Cork",Cork,80000,second-hand,1-38 m2,Ballincollig
2013-11-01,"193 Rosewood Estate, Ballincollig, Cork",Cork,167000,second-hand,1-38 m2,Ballincollig
2013-11-06,"100 Leecourt, Ballincollig",Cork,125000,second-hand,1-38 m2,Ballincollig
2013-11-08,"170 Willowcourt, Ballincollig",Cork,107420,second-hand,1-38 m2,Ballincollig
2013-11-15,"48 The Cloisters, Ballincollig",Cork,160000,second-hand,1-38 m2,Ballincollig
2013-11-15,"50 Leslies Arch, Old Quarter, Ballincollig",Cork,230000,second-hand,1-38 m2,Ballincollig
2013-11-21,"3 St Clairs, 3 Carriganarra Estate, Ballincollig",Cork,200000,second-hand,1-38 m2,Ballincollig
2013-11-21,"3 Waltham Abbey, Old Quarter, Ballincollig",Cork,325000,second-hand,1-38 m2,Ballincollig
2013-11-22,"45  The Close, Coolroe Meadows, Ballincollig",Cork,225000,second-hand,1-38 m2,Ballincollig
2013-11-26,"12 Citi West Mews, Ballincollig, Cork",Cork,132500,second-hand,1-38 m2,Ballincollig
2013-11-29,"16 Westgrove, Coolroe, Ballincollig",Cork,250000,second-hand,1-38 m2,Ballincollig
2013-12-01,"6 Aylsbury Court, Ballincollig",Cork,283800,second-hand,1-38 m2,Ballincollig
2013-12-02,"14 Manor Hill, Ballincollig",Cork,166000,second-hand,1-38 m2,Ballincollig
2013-12-05,"20 Whitethorn Ave, Inniscarra, Ballincollig",Cork,160000,second-hand,1-38 m2,Ballincollig
2013-12-06,"93 Shamrock Dr, Muskerry Estate, Ballincollig",Cork,240000,second-hand,1-38 m2,Ballincollig
2013-12-11,"110 Castlepark, Ballincollig, Cork",Cork,67000,second-hand,1-38 m2,Ballincollig
2013-12-13,"9 Old Quarry, Ballincollig",Cork,127000,second-hand,1-38 m2,Ballincollig
2013-12-17,"4 Wyndham Downs, Ballincollig, Cork",Cork,190000,second-hand,1-38 m2,Ballincollig
2013-12-19,"192 An Caislean View, Ballincollig, Cork",Cork,135000,second-hand,1-38 m2,Ballincollig
2013-12-19,"27 Old Quarry, Coolroe, Ballincollig",Cork,146000,second-hand,1-38 m2,Ballincollig
2013-12-19,"3 Maglin Dr, Maglin, Ballincollig",Cork,200000,second-hand,1-38 m2,Ballincollig
2013-12-19,"40 Leeview, Ballincollig, Cork",Cork,122500,second-hand,1-38 m2,Ballincollig
2013-12-19,"6 The Meadows, West Village, Ballincollig",Cork,143000,second-hand,1-38 m2,Ballincollig
2013-12-20,"10 Glincool Cresent, Maglin Rd, Ballincollig",Cork,160000,second-hand,1-38 m2,Ballincollig
2013-12-20,"123 Leslies Arch, Old Quarter, Ballincollig",Cork,100000,second-hand,1-38 m2,Ballincollig
2013-12-20,"26 Whitethorn Dr, Inniscarra View, Ballincollig",Cork,170000,second-hand,1-38 m2,Ballincollig
2013-12-20,"5 Carrig Glen, Ballincolly, Dublin Hill",Cork,380000,second-hand,1-38 m2,Ballincollig
2013-12-23,"1 Mill Range, Ballincollig",Cork,66190,second-hand,1-38 m2,Ballincollig
2013-12-23,"5 The Crescent, Highfield Park, Ballincollig",Cork,265000,second-hand,1-38 m2,Ballincollig
2013-12-30,"45 Oldcourt, Greenfields, Ballincollig",Cork,218000,second-hand,1-38 m2,Ballincollig
2014-01-06,"19 Parknamore Rise, Ballincollig, Cork",Cork,165000,second-hand,1-38 m2,Ballincollig
2014-01-16,"19 Waltham Abbey, Old Quarter, Ballincollig",Cork,355000,second-hand,1-38 m2,Ballincollig
2014-01-16,"99 Beech Rd, Muskerry Estate, Ballincollig",Cork,190000,second-hand,1-38 m2,Ballincollig
2014-01-17,"1 Aylsbury Court, Ballincollig, Cork",Cork,308000,second-hand,1-38 m2,Ballincollig
2014-01-22,"120 Leslies Arch, Old Quarter, Ballincollig",Cork,135000,second-hand,1-38 m2,Ballincollig
2014-01-24,"Kilnaglory, Ballincollig, Cork",Cork,200000,second-hand,1-38 m2,Ballincollig
2014-01-29,"118 Leslies Arch, Old Quarter, Ballincollig",Cork,130000,second-hand,1-38 m2,Ballincollig
2014-02-10,"23 The Avenue, Highfield Park, Carrigrohane",Cork,77850,new,1-38 m2,Ballincollig
2014-02-10,"31 The Avenue, Highfield Park, Carrigrohane",Cork,95150,new,1-38 m2,Ballincollig
2014-02-11,"32 The Avenue, Highfield Park, Carrigrohane",Cork,95150,new,125-1000 m2,Ballincollig
2014-02-12,"37 Westcliffe, Ballincollig, Cork",Cork,285000,second-hand,1-38 m2,Ballincollig
2014-02-13,"73 Old Court, Greenfields, Ballincollig",Cork,239750,second-hand,1-38 m2,Ballincollig
2014-02-19,"11 The Cloisters, Ballincollig, Cork",Cork,165000,second-hand,1-38 m2,Ballincollig
2014-02-24,"50 Daffodil Fields, Ballincollig, Cork",Cork,317000,second-hand,1-38 m2,Ballincollig
2014-02-26,"90 Westcourt Heights, Ballincollig, Cork",Cork,183000,second-hand,1-38 m2,Ballincollig
2014-02-27,"189 Rosewood, Ballincollig, Cork",Cork,188500,second-hand,1-38 m2,Ballincollig
2014-02-28,"144 Beech Park, Ballincollig, Cork",Cork,200000,second-hand,1-38 m2,Ballincollig
2014-03-04,"101 Lee Court, Ballincollig, Cork",Cork,145000,second-hand,1-38 m2,Ballincollig
2014-03-04,"117 Leslies Arch, Old Quarter, Ballincollig",Cork,136000,second-hand,1-38 m2,Ballincollig
2014-03-07,"15 The Avenue, Highfield Park, Ballincollig",Cork,195000,second-hand,1-38 m2,Ballincollig
2014-03-07,"Bridgeway, Ballincorrig Leamlara, Cork",Cork,300000,second-hand,1-38 m2,Ballincollig
2014-03-11,"44 Park Rd, Muskerry Estate, Ballincollig",Cork,128000,second-hand,1-38 m2,Ballincollig
2014-03-24,"20 The Close, Coolroe Meadows, Ballincollig",Cork,235000,second-hand,1-38 m2,Ballincollig
2014-03-25,"18 The Square, Highfield Park, Carrigrohane",Cork,110000,new,38-125 m2,Ballincollig
2014-03-27,"Temple Hill, Carrigrohane, Cork",Cork,228000,second-hand,1-38 m2,Ballincollig
2014-03-28,"9 Aylsbury Ave, Ballincollig, Cork",Cork,240000,second-hand,1-38 m2,Ballincollig
2014-04-03,"18 Grannary Court, The Maltings, Ballincollig",Cork,135000,second-hand,1-38 m2,Ballincollig
2014-04-10,"5 Odonovans Crescent, Ballincollig, Cork",Cork,120000,second-hand,1-38 m2,Ballincollig
2014-04-15,"32 Leslies Arch, Old Quarter, Ballincollig",Cork,260000,second-hand,1-38 m2,Ballincollig
2014-04-23,"25 Cranford Pines, Ballincollig, Cork",Cork,210000,second-hand,1-38 m2,Ballincollig
2014-04-23,"Poulavone, Next To Manor Hill, Ballincollig",Cork,215000,second-hand,1-38 m2,Ballincollig
2014-04-25,"5  Miller'S Court, Old Quarter, Ballincollig",Cork,200000,new,38-125 m2,Ballincollig
2014-04-25,"6 The Paddocks, Ballincollig, Cork",Cork,215000,second-hand,1-38 m2,Ballincollig
2014-04-30,"28 The Cloisters, Ballincollig, Cork",Cork,167500,second-hand,1-38 m2,Ballincollig
2014-05-02,"14 The Cloisters, Ballincollig, Cork",Cork,165000,second-hand,1-38 m2,Ballincollig
2014-05-06,"169 An Caislean, Ballincollig",Cork,186000,second-hand,1-38 m2,Ballincollig
2014-05-08,"The Junction, Carrigrohane, Co Cork",Cork,60000,second-hand,1-38 m2,Ballincollig
2014-05-13,"10 Old Court Dr, Greenfields, Ballincollig",Cork,242620,second-hand,1-38 m2,Ballincollig
2014-05-16,"2 Limeworth, Kilumney Rd, Ballincollig",Cork,560000,second-hand,1-38 m2,Ballincollig
2014-05-17,"58 Bridgewater, Carrigrohane, Cork",Cork,280000,second-hand,1-38 m2,Ballincollig
2014-05-23,"163 Willow Court, Ballincollig, Cork",Cork,143000,second-hand,1-38 m2,Ballincollig
2014-05-23,"23 Barley Grove, The Maltings, Ballincollig",Cork,160000,second-hand,1-38 m2,Ballincollig
2014-05-30,"15 Westgrove, Ballincollig, Cork",Cork,255700,second-hand,1-38 m2,Ballincollig
2014-06-05,"Powdermills, Ballincollig, Cork",Cork,145000,second-hand,1-38 m2,Ballincollig
2014-06-06,"61 Coopers Grange, Old Quarter, Ballincollig",Cork,176211,new,38-125 m2,Ballincollig
2014-06-16,"6 Glincool Villas, Maglin Rd, Ballincollig",Cork,158000,second-hand,1-38 m2,Ballincollig
2014-06-25,"75 The Cloisters, Ballincollig",Cork,182000,second-hand,1-38 m2,Ballincollig
2014-06-25,"93 An Caislean Grove, Ballincollig, Cork",Cork,40000,second-hand,1-38 m2,Ballincollig
2014-06-26,"111 Leslies Arch Old Quarter, Ballincollig, Cork",Cork,235000,second-hand,1-38 m2,Ballincollig
2014-06-26,"13 Millers Court, Old Quarter, Ballincollig",Cork,133039,new,38-125 m2,Ballincollig
2014-06-30,"Healy'S Bridge, Carrigrohane, Co. Cork",Cork,207500,second-hand,1-38 m2,Ballincollig
2014-07-02,"104 Coopers Grange, Old Quarter, Ballincollig",Cork,286343,new,38-125 m2,Ballincollig
2014-07-02,"12 Millers Court, Old Quarter, Ballincollig",Cork,176178,new,38-125 m2,Ballincollig
2014-07-04,"42 Woodberry Greenfields, Ballincollig, Cork",Cork,480000,second-hand,1-38 m2,Ballincollig
2014-07-10,"Kilcrea, Poulavone, Ballincollig",Cork,365000,second-hand,1-38 m2,Ballincollig
2014-07-11,"71 Coopers Grange, Old Quarter, Ballincollig",Cork,145000,second-hand,1-38 m2,Ballincollig
2014-07-11,"Oakley, Templehill, Carrigrohane",Cork,297000,second-hand,1-38 m2,Ballincollig
2014-07-14,"21 Coolroe Heights, Ballincollig, Cork",Cork,165000,second-hand,1-38 m2,Ballincollig
2014-07-14,"4 Maglin Grove, Ballincollig, Co Cork",Cork,290001,new,125-1000 m2,Ballincollig
2014-07-16,"72 The Lawn, Coolroe Meadows, Ballincollig",Cork,215000,second-hand,1-38 m2,Ballincollig
2014-07-17,"69 The Crescent, Old Fort Road, Ballincollig",Cork,132158,second-hand,1-38 m2,Ballincollig
2014-07-17,"Ballycannon, Kerry Pike, Carrigrohane",Cork,190000,second-hand,1-38 m2,Ballincollig
2014-07-23,"16 The Cloisters, Ballincollig, Cork",Cork,175000,second-hand,1-38 m2,Ballincollig
2014-07-25,"105 Coopers Grange, Old Quarter, Ballincollig",Cork,308370,new,125-1000 m2,Ballincollig
2014-07-30,"14 Carriganarra, Ballincollig, Cork",Cork,239500,second-hand,1-38 m2,Ballincollig
2014-07-30,"2 Westbury Heights, Ballincollig, Cork",Cork,235000,second-hand,1-38 m2,Ballincollig
2014-07-31,"7 Aylsbury Court, Ballincollig, Cork",Cork,370000,second-hand,1-38 m2,Ballincollig
2014-07-31,"Cois Na Laoi, Church Hill, Carrigrohane",Cork,525000,second-hand,1-38 m2,Ballincollig
2014-08-01,"11 The Paddocks, Ballincollig West, Ballincollig",Cork,270000,second-hand,1-38 m2,Ballincollig
2014-08-01,"30 Aisling Close, Ballincollig, Cork",Cork,150000,second-hand,1-38 m2,Ballincollig
2014-08-01,"Clash Rd, Carrigrohane, Curraheen Village",Cork,325000,second-hand,1-38 m2,Ballincollig
2014-08-05,"Highfield, Templehill, Carrigrohane",Cork,242500,second-hand,1-38 m2,Ballincollig
2014-08-13,"5 Maglin Grove, Maglin, Ballincollig",Cork,285001,new,38-125 m2,Ballincollig
2014-08-15,"14  The Boulevard, Old Quarter, Ballincollig",Cork,250000,second-hand,1-38 m2,Ballincollig
2014-08-15,"69 Glendower Court, Ballincollig, Co Cork",Cork,193500,second-hand,1-38 m2,Ballincollig
2014-08-19,"West Village, Ballincollig, Cork",Cork,275000,second-hand,1-38 m2,Ballincollig
2014-08-21,"15 Cranford Pines, Ballincollig, Cork",Cork,199000,second-hand,1-38 m2,Ballincollig
2014-08-21,"9  Millers Court, Old Quarter, Ballincollig",Cork,177630,new,125-1000 m2,Ballincollig
2014-08-22,"102 Coopers Grange, Ballincollig",Cork,317180,new,125-1000 m2,Ballincollig
2014-08-22,"79 Leslies Arch, Old Quarter, Ballincollig",Cork,233100,second-hand,1-38 m2,Ballincollig
2014-08-28,"36 Distillary Court, The Maltings, Ballincollig",Cork,140000,second-hand,1-38 m2,Ballincollig
2014-08-28,"43 Aylsbury, Ballincollig, Cork",Cork,225000,second-hand,1-38 m2,Ballincollig
2014-08-29,"20 The Avenue, Highfeild Park, Ballincollig",Cork,270000,second-hand,1-38 m2,Ballincollig
2014-09-02,"90  The Crescent, The Old Fort Road, Ballincollig",Cork,98887,new,1-38 m2,Ballincollig
2014-09-03,"48 An Caislean, Ballincollig, Cork",Cork,150000,second-hand,1-38 m2,Ballincollig
2014-09-04,"4 Mossgrove, Classes Lake, Ballincollig",Cork,355000,second-hand,1-38 m2,Ballincollig
2014-09-05,"23 Leeview, Ballincollig, Cork",Cork,110000,second-hand,1-38 m2,Ballincollig
2014-09-19,"15 The Cloisters, Ballincollig, Cork",Cork,195000,second-hand,1-38 m2,Ballincollig
2014-09-19,"34 Whitethorn Dr, Inniscarra View, Ballincollig",Cork,251000,second-hand,1-38 m2,Ballincollig
2014-09-19,"55 The Cloisters, Ballincollig, Cork",Cork,210000,second-hand,1-38 m2,Ballincollig
2014-09-23,"21 Old Quarry, Coolroe Road, Ballincollig",Cork,157000,second-hand,1-38 m2,Ballincollig
2014-09-26,"13 Leesdale Drive, Ballincollig, Cork",Cork,182000,second-hand,1-38 m2,Ballincollig
2014-09-26,"175 The Willows, Carrigalee, Ballincollig",Cork,160000,second-hand,1-38 m2,Ballincollig
2014-09-26,"56 The Cloisters, Ballincollig, Cork",Cork,218000,second-hand,1-38 m2,Ballincollig
2014-09-26,"Kilnaglory, Ballincollig, Cork",Cork,72000,second-hand,1-38 m2,Ballincollig
2014-09-29,"13 Ashton Court, Ballincollig, Cork",Cork,247000,second-hand,1-38 m2,Ballincollig
2014-10-06,"160 Rosewood, Ballincollig, Cork",Cork,210000,second-hand,1-38 m2,Ballincollig
2014-10-07,"27 Glendower Ct, Ballincollig, Cork",Cork,172500,second-hand,1-38 m2,Ballincollig
2014-10-09,"15 The Lawn, Coolroe Meadows, Ballincollig",Cork,250000,second-hand,1-38 m2,Ballincollig
2014-10-10,"114 Coopers Grange, The Old Quarter, Ballincollig",Cork,355000,second-hand,1-38 m2,Ballincollig
2014-10-14,"22 The Lawn, Coolroe Meadows, Ballincollig",Cork,265000,second-hand,1-38 m2,Ballincollig
2014-10-16,"59 Carriganarra, Ballincollig, Cork",Cork,185000,second-hand,1-38 m2,Ballincollig
2014-10-17,"Greenfield Ballincollig, Ballincollig, Cork",Cork,395000,second-hand,1-38 m2,Ballincollig
2014-10-20,"4 Aisling Close, Ballincollig",Cork,151200,second-hand,1-38 m2,Ballincollig
2014-10-20,"Apartment 8 Old Quarry, Ballincollig",Cork,151200,second-hand,1-38 m2,Ballincollig
