country,cases,deaths,date
EU/EEA (total),28715,2381,2020-06-22
EU/EEA (total),29177,837,2020-06-29
EU/EEA (total),27486,804,2020-07-06
EU/EEA (total),27985,660,2020-07-13
EU/EEA (total),35231,636,2020-07-20
EU/EEA (total),48720,527,2020-07-27
EU/EEA (total),60033,630,2020-08-03
EU/EEA (total),77033,807,2020-08-10
EU/EEA (total),103378,990,2020-08-17
EU/EEA (total),120636,985,2020-08-24
EU/EEA (total),145385,975,2020-08-31
EU/EEA (total),168449,1212,2020-09-07
EU/EEA (total),201606,1213,2020-09-14
EU/EEA (total),254242,2036,2020-09-21
EU/EEA (total),286096,2341,2020-09-28
EU/EEA (total),300868,2556,2020-10-05
EU/EEA (total),464427,3573,2020-10-12
EU/EEA (total),689552,4660,2020-10-19
EU/EEA (total),1039691,7341,2020-10-26
EU/EEA (total),1317704,11638,2020-11-02
EU/EEA (total),1513773,18744,2020-11-09
EU/EEA (total),1290314,21061,2020-11-16
EU/EEA (total),1169669,23382,2020-11-23
EU/EEA (total),959938,24938,2020-11-30
EU/EEA (total),850042,24317,2020-12-07
EU/EEA (total),883812,23764,2020-12-14
EU/EEA (total),931200,24293,2020-12-21
EU/EEA (total),807821,20490,2020-12-28
EU/EEA (total),1083068,23930,2021-01-04
EU/EEA (total),968613,23572,2021-01-11
EU/EEA (total),947308,24086,2021-01-18
EU/EEA (total),875254,23423,2021-01-25
EU/EEA (total),751854,22533,2021-02-01
EU/EEA (total),632352,19515,2021-02-08
EU/EEA (total),651144,16159,2021-02-15
Europe (total),0,0,2020-01-06
Europe (total),0,0,2020-01-13
Europe (total),0,0,2020-01-20
Europe (total),3,0,2020-01-27
Europe (total),21,0,2020-02-03
Europe (total),17,0,2020-02-10
Europe (total),5,1,2020-02-17
Europe (total),473,2,2020-02-24
Europe (total),1772,35,2020-03-02
Europe (total),11008,360,2020-03-09
Europe (total),47008,1964,2020-03-16
Europe (total),128116,6557,2020-03-23
Europe (total),227608,16170,2020-03-30
Europe (total),255818,26553,2020-04-06
Europe (total),245737,28759,2020-04-13
Europe (total),221408,26840,2020-04-20
Europe (total),201793,20995,2020-04-27
Europe (total),172362,16055,2020-05-04
Europe (total),176033,11946,2020-05-11
Europe (total),152457,9578,2020-05-18
Europe (total),130495,5691,2020-05-25
Europe (total),125955,5722,2020-06-01
Europe (total),119691,4545,2020-06-08
Europe (total),124402,3789,2020-06-15
Europe (total),122654,4606,2020-06-22
Europe (total),117777,2825,2020-06-29
Europe (total),110086,2809,2020-07-06
Europe (total),108328,2767,2020-07-13
Europe (total),112851,2435,2020-07-20
Europe (total),123721,2239,2020-07-27
Europe (total),174729,2283,2020-08-03
Europe (total),199078,2395,2020-08-10
Europe (total),225911,2484,2020-08-17
Europe (total),244754,2400,2020-08-24
Europe (total),273413,2537,2020-08-31
Europe (total),305673,2948,2020-09-07
Europe (total),353980,3106,2020-09-14
Europe (total),418848,4194,2020-09-21
Europe (total),476251,4664,2020-09-28
Europe (total),540600,5159,2020-10-05
Europe (total),775192,6657,2020-10-12
Europe (total),1063221,8739,2020-10-19
Europe (total),1495982,12375,2020-10-26
Europe (total),1844233,18179,2020-11-02
Europe (total),2092934,26599,2020-11-09
Europe (total),1916001,30481,2020-11-16
Europe (total),1804273,33711,2020-11-23
Europe (total),1699270,37073,2020-11-30
Europe (total),1649174,36337,2020-12-07
Europe (total),1692491,36374,2020-12-14
Europe (total),1657817,35683,2020-12-21
Europe (total),1711946,35785,2020-12-28
Europe (total),1884346,37663,2021-01-04
Europe (total),1636697,38791,2021-01-11
Europe (total),1481294,39974,2021-01-18
Europe (total),1312419,38421,2021-01-25
Europe (total),1147710,35071,2021-02-01
Europe (total),950435,29555,2021-02-08
Europe (total),973093,25066,2021-02-15
Faroes,3,0,2020-03-09
Faroes,6,0,2020-03-16
Faroes,106,0,2020-03-23
Faroes,44,0,2020-03-30
Faroes,22,0,2020-04-06
Faroes,3,0,2020-04-13
Faroes,1,0,2020-04-20
Faroes,2,0,2020-04-27
Faroes,0,0,2020-05-04
Faroes,0,0,2020-05-11
Faroes,0,0,2020-05-18
Faroes,0,0,2020-05-25
Faroes,0,0,2020-06-01
Faroes,0,0,2020-06-08
Faroes,0,0,2020-06-15
Faroes,0,0,2020-06-22
Faroes,0,0,2020-06-29
Faroes,0,0,2020-07-06
Faroes,1,0,2020-07-13
Faroes,3,0,2020-07-20
Faroes,0,0,2020-07-27
Faroes,34,0,2020-08-03
Faroes,66,0,2020-08-10
Faroes,81,0,2020-08-17
Faroes,12,0,2020-08-24
Faroes,27,0,2020-08-31
Faroes,2,0,2020-09-07
Faroes,10,0,2020-09-14
Faroes,11,0,2020-09-21
Faroes,26,0,2020-09-28
Faroes,14,0,2020-10-05
Faroes,3,0,2020-10-12
Faroes,8,0,2020-10-19
Faroes,5,0,2020-10-26
Faroes,5,0,2020-11-02
Faroes,2,0,2020-11-09
Faroes,1,0,2020-11-16
Faroes,2,0,2020-11-23
Faroes,2,0,2020-11-30
Faroes,8,0,2020-12-07
Faroes,18,0,2020-12-14
Faroes,18,0,2020-12-21
Faroes,36,0,2020-12-28
Faroes,26,1,2021-01-04
Faroes,3,0,2021-01-11
Faroes,3,0,2021-01-18
Faroes,2,0,2021-01-25
Faroes,2,0,2021-02-01
Faroes,1,0,2021-02-08
Faroes,1,0,2021-02-15
Finland,0,0,2020-01-06
Finland,0,0,2020-01-13
Finland,0,0,2020-01-20
Finland,0,0,2020-01-27
Finland,1,0,2020-02-03
Finland,0,0,2020-02-10
Finland,0,0,2020-02-17
Finland,0,0,2020-02-24
Finland,5,0,2020-03-02
Finland,24,0,2020-03-09
Finland,237,0,2020-03-16
Finland,359,1,2020-03-23
Finland,592,10,2020-03-30
Finland,709,16,2020-04-06
Finland,1047,29,2020-04-13
Finland,809,38,2020-04-20
Finland,793,96,2020-04-27
Finland,678,40,2020-05-04
Finland,708,37,2020-05-11
Finland,385,31,2020-05-18
Finland,232,9,2020-05-25
Finland,280,13,2020-06-01
Finland,122,3,2020-06-08
Finland,123,3,2020-06-15
Finland,39,0,2020-06-22
Finland,48,2,2020-06-29
Finland,81,0,2020-07-06
Finland,20,0,2020-07-13
Finland,46,0,2020-07-20
Finland,55,1,2020-07-27
Finland,60,0,2020-08-03
Finland,131,2,2020-08-10
Finland,147,2,2020-08-17
Finland,189,1,2020-08-24
Finland,157,1,2020-08-31
Finland,214,1,2020-09-07
Finland,289,1,2020-09-14
Finland,400,2,2020-09-21
Finland,702,4,2020-09-28
Finland,856,2,2020-10-05
Finland,1460,1,2020-10-12
Finland,1426,5,2020-10-19
Finland,1424,2,2020-10-26
Finland,1443,5,2020-11-02
Finland,1506,4,2020-11-09
Finland,1518,7,2020-11-16
Finland,2324,6,2020-11-23
Finland,2990,18,2020-11-30
Finland,3002,22,2020-12-07
Finland,3179,46,2020-12-14
Finland,2352,28,2020-12-21
Finland,1975,57,2020-12-28
Finland,1671,32,2021-01-04
Finland,1747,24,2021-01-11
Finland,2243,34,2021-01-18
Finland,2902,22,2021-01-25
Finland,2487,24,2021-02-01
Finland,2350,15,2021-02-08
Finland,3813,17,2021-02-15
France,0,0,2020-01-06
France,0,0,2020-01-13
France,0,0,2020-01-20
France,3,0,2020-01-27
France,3,0,2020-02-03
France,5,0,2020-02-10
France,1,1,2020-02-17
France,0,0,2020-02-24
France,118,1,2020-03-02
France,996,17,2020-03-09
France,4297,108,2020-03-16
France,10595,547,2020-03-23
France,24156,1932,2020-03-30
France,30304,5472,2020-04-06
France,24925,6315,2020-04-13
France,17203,5325,2020-04-20
France,11969,3138,2020-04-27
France,6712,2039,2020-05-04
France,7776,1485,2020-05-11
France,3348,1331,2020-05-18
France,2510,656,2020-05-25
France,6832,435,2020-06-01
France,2224,353,2020-06-08
France,3243,252,2020-06-15
France,3157,233,2020-06-22
France,2559,138,2020-06-29
France,4024,115,2020-07-06
France,3792,111,2020-07-13
France,3922,148,2020-07-20
France,5854,40,2020-07-27
France,7391,73,2020-08-03
France,10002,59,2020-08-10
France,20615,86,2020-08-17
France,24363,103,2020-08-24
France,35044,93,2020-08-31
France,46834,95,2020-09-07
France,56317,215,2020-09-14
France,72669,369,2020-09-21
France,84806,442,2020-09-28
France,80601,503,2020-10-05
France,115804,500,2020-10-12
France,162060,747,2020-10-19
France,241473,1284,2020-10-26
France,275408,2258,2020-11-02
France,373409,3420,2020-11-09
France,194503,4109,2020-11-16
France,158381,4184,2020-11-23
France,78275,3593,2020-11-30
France,74014,2830,2020-12-07
France,84355,2756,2020-12-14
France,96502,2638,2020-12-21
France,89292,2560,2020-12-28
France,127528,2713,2021-01-04
France,127733,2533,2021-01-11
France,142628,2766,2021-01-18
France,143497,3008,2021-01-25
France,139934,2908,2021-02-01
France,128115,2849,2021-02-08
France,140018,2492,2021-02-15
Georgia,0,0,2020-01-06
Georgia,0,0,2020-01-13
Georgia,0,0,2020-01-20
Georgia,0,0,2020-01-27
Georgia,0,0,2020-02-03
Georgia,0,0,2020-02-10
Georgia,0,0,2020-02-17
Georgia,0,0,2020-02-24
Georgia,3,0,2020-03-02
Georgia,10,0,2020-03-09
Georgia,17,0,2020-03-16
Georgia,24,0,2020-03-23
Georgia,36,0,2020-03-30
Georgia,84,2,2020-04-06
Georgia,83,1,2020-04-13
Georgia,137,1,2020-04-20
Georgia,92,2,2020-04-27
Georgia,103,3,2020-05-04
Georgia,46,1,2020-05-11
Georgia,66,2,2020-05-18
Georgia,29,0,2020-05-25
Georgia,53,0,2020-06-01
Georgia,25,1,2020-06-08
Georgia,71,1,2020-06-15
Georgia,29,0,2020-06-22
Georgia,18,1,2020-06-29
Georgia,27,0,2020-07-06
Georgia,42,0,2020-07-13
Georgia,33,0,2020-07-20
Georgia,109,1,2020-07-27
Georgia,40,1,2020-08-03
Georgia,73,0,2020-08-10
Georgia,91,0,2020-08-17
Georgia,70,0,2020-08-24
Georgia,76,2,2020-08-31
Georgia,153,0,2020-09-07
Georgia,752,0,2020-09-14
Georgia,1303,1,2020-09-21
Georgia,1857,8,2020-09-28
Georgia,2566,22,2020-10-05
Georgia,3676,35,2020-10-12
Georgia,5683,51,2020-10-19
Georgia,12826,79,2020-10-26
Georgia,12276,127,2020-11-02
Georgia,18101,157,2020-11-09
Georgia,22155,234,2020-11-16
Georgia,25855,279,2020-11-23
Georgia,26894,255,2020-11-30
Georgia,29392,273,2020-12-07
Georgia,26087,299,2020-12-14
Georgia,18399,301,2020-12-21
Georgia,12681,278,2020-12-28
Georgia,10017,168,2021-01-04
Georgia,8135,162,2021-01-11
Georgia,5901,113,2021-01-18
Georgia,4535,123,2021-01-25
Georgia,3877,104,2021-02-01
Georgia,3494,65,2021-02-08
Georgia,2780,84,2021-02-15
Germany,0,0,2020-01-06
Germany,0,0,2020-01-13
Germany,0,0,2020-01-20
Germany,0,0,2020-01-27
Germany,9,0,2020-02-03
Germany,4,0,2020-02-10
Germany,2,0,2020-02-17
Germany,0,0,2020-02-24
Germany,114,0,2020-03-02
Germany,773,0,2020-03-09
Germany,3936,12,2020-03-16
Germany,19936,82,2020-03-23
Germany,32524,361,2020-03-30
Germany,38093,979,2020-04-06
Germany,27625,1365,2020-04-13
Germany,18656,1605,2020-04-20
Germany,13521,1346,2020-04-27
Germany,7982,942,2020-05-04
Germany,6400,725,2020-05-11
Germany,5122,518,2020-05-18
Germany,3873,322,2020-05-25
Germany,3245,254,2020-06-01
Germany,2378,163,2020-06-08
Germany,2268,117,2020-06-15
Germany,3898,94,2020-06-22
Germany,3402,76,2020-06-29
Germany,2793,55,2020-07-06
Germany,2409,48,2020-07-13
Germany,2860,22,2020-07-20
Germany,3786,32,2020-07-27
Germany,4793,30,2020-08-03
Germany,5925,49,2020-08-10
Germany,7687,35,2020-08-17
Germany,9561,40,2020-08-24
Germany,8806,26,2020-08-31
Germany,8418,27,2020-09-07
Germany,9556,25,2020-09-14
Germany,11982,36,2020-09-21
Germany,12995,74,2020-09-28
Germany,15287,74,2020-10-05
Germany,24712,87,2020-10-12
Germany,40968,168,2020-10-19
Germany,71567,267,2020-10-26
Germany,107161,474,2020-11-02
Germany,126841,822,2020-11-09
Germany,129459,1195,2020-11-16
Germany,127806,1565,2020-11-23
Germany,124736,2136,2020-11-30
Germany,129785,2671,2020-12-07
Germany,153424,3056,2020-12-14
Germany,173574,4300,2020-12-21
Germany,141182,3851,2020-12-28
Germany,145511,6112,2021-01-04
Germany,119635,5947,2021-01-11
Germany,101006,5454,2021-01-18
Germany,80306,5033,2021-01-25
Germany,66574,4555,2021-02-01
Germany,50442,3401,2021-02-08
Germany,51941,2827,2021-02-15
Gibraltar,15,0,2020-03-23
Gibraltar,50,0,2020-03-30
Gibraltar,38,0,2020-04-06
Gibraltar,26,0,2020-04-13
Gibraltar,4,0,2020-04-20
Gibraltar,8,0,2020-04-27
Gibraltar,3,0,2020-05-04
Gibraltar,2,0,2020-05-11
Gibraltar,1,0,2020-05-18
Gibraltar,4,0,2020-05-25
Gibraltar,18,0,2020-06-01
Gibraltar,6,0,2020-06-08
Gibraltar,1,0,2020-06-15
Gibraltar,0,0,2020-06-22
Gibraltar,1,0,2020-06-29
Gibraltar,1,0,2020-07-06
Gibraltar,2,0,2020-07-13
Gibraltar,0,0,2020-07-20
Gibraltar,5,0,2020-07-27
Gibraltar,3,0,2020-08-03
Gibraltar,9,0,2020-08-10
Gibraltar,18,0,2020-08-17
Gibraltar,14,0,2020-08-24
Gibraltar,56,0,2020-08-31
Gibraltar,30,0,2020-09-07
Gibraltar,15,0,2020-09-14
Gibraltar,20,0,2020-09-21
Gibraltar,29,0,2020-09-28
Gibraltar,53,0,2020-10-05
Gibraltar,53,0,2020-10-12
Gibraltar,86,0,2020-10-19
Gibraltar,96,0,2020-10-26
Gibraltar,36,0,2020-11-02
Gibraltar,90,0,2020-11-09
Gibraltar,109,1,2020-11-16
Gibraltar,56,3,2020-11-23
Gibraltar,56,1,2020-11-30
Gibraltar,39,0,2020-12-07
Gibraltar,22,0,2020-12-14
Gibraltar,169,1,2020-12-21
Gibraltar,462,0,2020-12-28
Gibraltar,764,8,2021-01-04
Gibraltar,500,27,2021-01-11
Gibraltar,296,20,2021-01-18
Gibraltar,148,14,2021-01-25
Gibraltar,73,6,2021-02-01
Gibraltar,32,4,2021-02-08
Gibraltar,9,3,2021-02-15
Greece,0,0,2020-01-06
Greece,0,0,2020-01-13
Greece,0,0,2020-01-20
Greece,0,0,2020-01-27
Greece,0,0,2020-02-03
Greece,0,0,2020-02-10
Greece,0,0,2020-02-17
Greece,0,0,2020-02-24
Greece,7,0,2020-03-02
Greece,66,0,2020-03-09
Greece,258,4,2020-03-16
Greece,293,11,2020-03-23
Greece,532,23,2020-03-30
Greece,579,35,2020-04-06
Greece,379,25,2020-04-13
Greece,121,12,2020-04-20
Greece,271,20,2020-04-27
Greece,120,14,2020-05-04
Greece,90,7,2020-05-11
Greece,118,12,2020-05-18
Greece,44,8,2020-05-25
Greece,39,4,2020-06-01
Greece,80,5,2020-06-08
Greece,124,3,2020-06-15
Greece,145,7,2020-06-22
Greece,110,1,2020-06-29
Greece,143,1,2020-07-06
Greece,284,1,2020-07-13
Greece,204,1,2020-07-20
Greece,186,8,2020-07-27
Greece,469,6,2020-08-03
Greece,961,4,2020-08-10
Greece,1452,16,2020-08-17
Greece,1589,14,2020-08-24
Greece,1470,20,2020-08-31
Greece,1390,22,2020-09-07
Greece,1716,21,2020-09-14
Greece,1902,33,2020-09-21
Greece,2302,41,2020-09-28
Greece,2398,30,2020-10-05
Greece,2516,40,2020-10-12
Greece,3012,60,2020-10-19
Greece,5412,65,2020-10-26
Greece,10147,61,2020-11-02
Greece,15769,149,2020-11-09
Greece,17507,322,2020-11-16
Greece,17414,524,2020-11-23
Greece,12608,691,2020-11-30
Greece,11244,682,2020-12-07
Greece,9063,622,2020-12-14
Greece,6538,547,2020-12-21
Greece,4859,500,2020-12-28
Greece,4639,306,2021-01-04
Greece,3869,206,2021-01-11
Greece,3373,177,2021-01-18
Greece,4977,150,2021-01-25
Greece,6989,176,2021-02-01
Greece,8182,154,2021-02-08
Greece,7674,171,2021-02-15
Guernsey,17,0,2020-03-23
Guernsey,28,0,2020-03-30
Guernsey,109,3,2020-04-06
Guernsey,64,3,2020-04-13
Guernsey,21,3,2020-04-20
Guernsey,8,4,2020-04-27
Guernsey,5,0,2020-05-04
Guernsey,0,0,2020-05-11
Guernsey,0,0,2020-05-18
Guernsey,0,0,2020-05-25
Guernsey,0,0,2020-06-01
Guernsey,0,0,2020-06-08
Guernsey,0,0,2020-06-15
Guernsey,0,0,2020-06-22
Guernsey,0,0,2020-06-29
Guernsey,0,0,2020-07-06
Guernsey,0,0,2020-07-13
Guernsey,0,0,2020-07-20
Guernsey,0,0,2020-07-27
Guernsey,0,0,2020-08-03
Guernsey,0,0,2020-08-10
Guernsey,0,0,2020-08-17
Guernsey,0,0,2020-08-24
Guernsey,0,0,2020-08-31
Guernsey,0,0,2020-09-07
Guernsey,1,0,2020-09-14
Guernsey,2,0,2020-09-21
Guernsey,1,0,2020-09-28
Guernsey,1,0,2020-10-05
Guernsey,1,0,2020-10-12
Guernsey,0,0,2020-10-19
Guernsey,7,0,2020-10-26
Guernsey,5,0,2020-11-02
Guernsey,9,0,2020-11-09
Guernsey,3,0,2020-11-16
Guernsey,1,0,2020-11-23
Guernsey,3,0,2020-11-30
Guernsey,2,0,2020-12-07
Guernsey,1,0,2020-12-14
Guernsey,4,0,2020-12-21
Guernsey,4,0,2020-12-28
Guernsey,5,0,2021-01-04
Guernsey,4,0,2021-01-11
Guernsey,12,0,2021-01-18
Guernsey,218,0,2021-01-25
Guernsey,202,0,2021-02-01
Guernsey,56,0,2021-02-08
Guernsey,16,1,2021-02-15
Hungary,8,0,2020-03-09
Hungary,31,1,2020-03-16
Hungary,128,6,2020-03-23
Hungary,280,8,2020-03-30
Hungary,297,23,2020-04-06
Hungary,714,71,2020-04-13
Hungary,526,90,2020-04-20
Hungary,599,81,2020-04-27
Hungary,452,71,2020-05-04
Hungary,249,70,2020-05-11
Hungary,251,41,2020-05-18
Hungary,221,29,2020-05-25
Hungary,120,35,2020-06-01
Hungary,94,16,2020-06-08
Hungary,106,21,2020-06-15
Hungary,26,9,2020-06-22
Hungary,40,9,2020-06-29
Hungary,41,8,2020-07-06
Hungary,51,6,2020-07-13
Hungary,99,1,2020-07-20
Hungary,115,0,2020-07-27
Hungary,87,1,2020-08-03
Hungary,161,5,2020-08-10
Hungary,220,6,2020-08-17
Hungary,239,5,2020-08-24
Hungary,806,1,2020-08-31
Hungary,2426,10,2020-09-07
Hungary,3922,13,2020-09-14
Hungary,6557,49,2020-09-21
Hungary,5850,63,2020-09-28
Hungary,6764,84,2020-10-05
Hungary,7097,135,2020-10-12
Hungary,9191,205,2020-10-19
Hungary,13795,299,2020-10-26
Hungary,21217,417,2020-11-02
Hungary,31998,604,2020-11-09
Hungary,32678,697,2020-11-16
Hungary,30496,701,2020-11-23
Hungary,39170,932,2020-11-30
Hungary,37026,1161,2020-12-07
Hungary,29722,1146,2020-12-14
Hungary,21260,1152,2020-12-21
Hungary,11539,879,2020-12-28
Hungary,14805,748,2021-01-04
Hungary,9047,684,2021-01-11
Hungary,7715,615,2021-01-18
Hungary,8292,554,2021-01-25
Hungary,8945,577,2021-02-01
Hungary,11144,597,2021-02-08
Hungary,16847,595,2021-02-15
Iceland,0,0,2020-01-06
Iceland,0,0,2020-01-13
Iceland,0,0,2020-01-20
Iceland,0,0,2020-01-27
Iceland,0,0,2020-02-03
Iceland,0,0,2020-02-10
Iceland,0,0,2020-02-17
Iceland,0,0,2020-02-24
Iceland,3,0,2020-03-02
Iceland,52,0,2020-03-09
Iceland,123,0,2020-03-16
Iceland,390,1,2020-03-23
Iceland,452,1,2020-03-30
Iceland,466,2,2020-04-06
Iceland,215,4,2020-04-13
Iceland,70,1,2020-04-20
Iceland,21,1,2020-04-27
Iceland,7,0,2020-05-04
Iceland,2,0,2020-05-11
Iceland,1,0,2020-05-18
Iceland,2,0,2020-05-25
Iceland,2,0,2020-06-01
Iceland,1,0,2020-06-08
Iceland,3,0,2020-06-15
Iceland,5,0,2020-06-22
Iceland,6,0,2020-06-29
Iceland,9,0,2020-07-06
Iceland,3,0,2020-07-13
Iceland,6,0,2020-07-20
Iceland,8,0,2020-07-27
Iceland,60,0,2020-08-03
Iceland,51,0,2020-08-10
Iceland,53,0,2020-08-17
Iceland,53,0,2020-08-24
Iceland,41,0,2020-08-31
Iceland,36,0,2020-09-07
Iceland,24,0,2020-09-14
Iceland,181,0,2020-09-21
Iceland,277,0,2020-09-28
Iceland,298,0,2020-10-05
Iceland,605,0,2020-10-12
Iceland,529,1,2020-10-19
Iceland,393,0,2020-10-26
Iceland,442,1,2020-11-02
Iceland,188,8,2020-11-09
Iceland,111,5,2020-11-16
Iceland,88,1,2020-11-23
Iceland,104,0,2020-11-30
Iceland,101,1,2020-12-07
Iceland,75,1,2020-12-14
Iceland,85,0,2020-12-21
Iceland,84,0,2020-12-28
Iceland,144,0,2021-01-04
Iceland,72,0,2021-01-11
Iceland,20,0,2021-01-18
Iceland,19,0,2021-01-25
Iceland,11,0,2021-02-01
Iceland,13,0,2021-02-08
Iceland,16,0,2021-02-15
Ireland,0,0,2020-01-06
Ireland,0,0,2020-01-13
Ireland,0,0,2020-01-20
Ireland,0,0,2020-01-27
Ireland,0,0,2020-02-03
Ireland,0,0,2020-02-10
Ireland,0,0,2020-02-17
Ireland,0,0,2020-02-24
Ireland,1,0,2020-03-02
Ireland,20,0,2020-03-09
Ireland,148,2,2020-03-16
Ireland,737,2,2020-03-23
Ireland,1709,42,2020-03-30
Ireland,2496,112,2020-04-06
Ireland,4544,176,2020-04-13
Ireland,5596,276,2020-04-20
Ireland,4011,477,2020-04-27
Ireland,2244,216,2020-05-04
Ireland,1490,155,2020-05-11
Ireland,1116,85,2020-05-18
Ireland,527,63,2020-05-25
Ireland,351,44,2020-06-01
Ireland,211,29,2020-06-08
Ireland,102,27,2020-06-15
Ireland,76,9,2020-06-22
Ireland,60,20,2020-06-29
Ireland,88,6,2020-07-06
Ireland,101,5,2020-07-13
Ireland,132,7,2020-07-20
Ireland,121,10,2020-07-27
Ireland,281,0,2020-08-03
Ireland,550,9,2020-08-10
Ireland,545,2,2020-08-17
Ireland,712,3,2020-08-24
Ireland,791,0,2020-08-31
Ireland,912,0,2020-09-07
Ireland,1313,7,2020-09-14
Ireland,1948,8,2020-09-21
Ireland,2057,10,2020-09-28
Ireland,3042,8,2020-10-05
Ireland,4496,16,2020-10-12
Ireland,7434,26,2020-10-19
Ireland,7166,30,2020-10-26
Ireland,4874,33,2020-11-02
Ireland,3392,32,2020-11-09
Ireland,2509,32,2020-11-16
Ireland,2558,43,2020-11-23
Ireland,1780,30,2020-11-30
Ireland,2005,45,2020-12-07
Ireland,1939,27,2020-12-14
Ireland,3357,34,2020-12-21
Ireland,6587,46,2020-12-28
Ireland,45726,85,2021-01-04
Ireland,25113,264,2021-01-11
Ireland,14828,362,2021-01-18
Ireland,8993,337,2021-01-25
Ireland,7021,379,2021-02-01
Ireland,6014,262,2021-02-08
Ireland,5475,188,2021-02-15
Isle of Man,2,0,2020-03-23
Isle of Man,40,0,2020-03-30
Isle of Man,85,1,2020-04-06
Isle of Man,101,1,2020-04-13
Isle of Man,70,4,2020-04-20
Isle of Man,10,12,2020-04-27
Isle of Man,13,4,2020-05-04
Isle of Man,9,1,2020-05-11
Isle of Man,5,1,2020-05-18
Isle of Man,1,0,2020-05-25
Isle of Man,0,0,2020-06-01
Isle of Man,0,0,2020-06-08
Isle of Man,0,0,2020-06-15
Isle of Man,0,0,2020-06-22
Isle of Man,0,0,2020-06-29
Isle of Man,0,0,2020-07-06
Isle of Man,0,0,2020-07-13
Isle of Man,0,0,2020-07-20
Isle of Man,0,0,2020-07-27
Isle of Man,0,0,2020-08-03
Isle of Man,0,0,2020-08-10
Isle of Man,0,0,2020-08-17
Isle of Man,0,0,2020-08-24
Isle of Man,0,0,2020-08-31
Isle of Man,1,0,2020-09-07
Isle of Man,0,0,2020-09-14
Isle of Man,2,0,2020-09-21
Isle of Man,1,0,2020-09-28
Isle of Man,2,0,2020-10-05
Isle of Man,4,0,2020-10-12
Isle of Man,2,0,2020-10-19
Isle of Man,0,0,2020-10-26
Isle of Man,5,0,2020-11-02
Isle of Man,4,1,2020-11-09
Isle of Man,6,0,2020-11-16
Isle of Man,5,0,2020-11-23
Isle of Man,1,0,2020-11-30
Isle of Man,1,0,2020-12-07
Isle of Man,3,0,2020-12-14
Isle of Man,0,0,2020-12-21
Isle of Man,1,0,2020-12-28
Isle of Man,16,0,2021-01-04
Isle of Man,32,0,2021-01-11
Isle of Man,4,0,2021-01-18
Isle of Man,2,0,2021-01-25
Isle of Man,0,0,2021-02-01
Isle of Man,2,0,2021-02-08
Isle of Man,14,0,2021-02-15
Italy,0,0,2020-01-06
Italy,0,0,2020-01-13
Italy,0,0,2020-01-20
Italy,0,0,2020-01-27
Italy,3,0,2020-02-03
Italy,0,0,2020-02-10
Italy,0,0,2020-02-17
Italy,129,2,2020-02-24
Italy,1557,33,2020-03-02
Italy,5686,331,2020-03-09
Italy,16605,1445,2020-03-16
Italy,35158,3665,2020-03-23
Italy,38551,5305,2020-03-30
Italy,31259,5108,2020-04-06
Italy,27415,4012,2020-04-13
Italy,22609,3759,2020-04-20
Italy,18703,2984,2020-04-27
Italy,13042,2240,2020-05-04
Italy,8353,1676,2020-05-11
Italy,6365,1348,2020-05-18
Italy,4423,877,2020-05-25
Italy,3161,630,2020-06-01
Italy,1979,484,2020-06-08
Italy,1991,446,2020-06-15
Italy,1510,289,2020-06-22
Italy,1811,104,2020-06-29
Italy,1301,123,2020-07-06
Italy,1450,93,2020-07-13
Italy,1373,91,2020-07-20
Italy,1684,62,2020-07-27
Italy,1952,47,2020-08-03
Italy,2496,51,2020-08-10
Italy,3349,191,2020-08-17
Italy,5430,41,2020-08-24
Italy,8873,40,2020-08-31
Italy,9416,64,2020-09-07
Italy,10119,69,2020-09-14
Italy,10403,97,2020-09-21
Italy,11714,128,2020-09-28
Italy,15459,151,2020-10-05
Italy,29621,180,2020-10-12
Italy,59291,377,2020-10-19
Italy,111541,795,2020-10-26
Italy,183553,1488,2020-11-02
Italy,225769,2568,2020-11-09
Italy,243425,3835,2020-11-16
Italy,230339,4594,2020-11-23
Italy,176310,5081,2020-11-30
Italy,143700,5174,2020-12-07
Italy,114834,4442,2020-12-14
Italy,109473,4279,2020-12-21
Italy,94511,3126,2020-12-28
Italy,121045,3423,2021-01-04
Italy,104786,3422,2021-01-11
Italy,85536,3284,2021-01-18
Italy,86219,3055,2021-01-25
Italy,83706,2757,2021-02-01
Italy,85141,2304,2021-02-08
Italy,87367,2141,2021-02-15
Jersey,15,0,2020-03-23
Jersey,48,2,2020-03-30
Jersey,92,1,2020-04-06
Jersey,58,1,2020-04-13
Jersey,36,8,2020-04-20
Jersey,32,7,2020-04-27
Jersey,11,5,2020-05-04
Jersey,2,1,2020-05-11
Jersey,8,2,2020-05-18
Jersey,4,2,2020-05-25
Jersey,2,0,2020-06-01
Jersey,3,1,2020-06-08
Jersey,2,0,2020-06-15
Jersey,5,1,2020-06-22
Jersey,1,0,2020-06-29
Jersey,1,0,2020-07-06
Jersey,5,0,2020-07-13
Jersey,6,0,2020-07-20
Jersey,1,0,2020-07-27
Jersey,3,0,2020-08-03
Jersey,10,0,2020-08-10
Jersey,10,0,2020-08-17
Jersey,8,1,2020-08-24
Jersey,11,0,2020-08-31
Jersey,10,0,2020-09-07
Jersey,-4,0,2020-09-14
Jersey,13,0,2020-09-21
Jersey,7,0,2020-09-28
Jersey,21,0,2020-10-05
