Entity,Code,Date,short_term_positivity_rate
Bahrain,BHR,2020-05-01,0.023
Bahrain,BHR,2020-05-02,0.025
Bahrain,BHR,2020-05-03,0.024
Bahrain,BHR,2020-05-04,0.025
Bahrain,BHR,2020-05-05,0.027
Bahrain,BHR,2020-05-06,0.03
Bahrain,BHR,2020-05-07,0.032
Bahrain,BHR,2020-05-08,0.033
Bahrain,BHR,2020-05-09,0.037
Bahrain,BHR,2020-05-10,0.039
Bahrain,BHR,2020-05-11,0.041
Bahrain,BHR,2020-05-12,0.043
Bahrain,BHR,2020-05-13,0.042
Bahrain,BHR,2020-05-14,0.045
Bahrain,BHR,2020-05-15,0.042
Bahrain,BHR,2020-05-16,0.038
Bahrain,BHR,2020-05-17,0.038
Bahrain,BHR,2020-05-18,0.037
Bahrain,BHR,2020-05-19,0.04
Bahrain,BHR,2020-05-20,0.041
Bahrain,BHR,2020-05-21,0.039
Bahrain,BHR,2020-05-22,0.039
Bahrain,BHR,2020-05-23,0.044
Bahrain,BHR,2020-05-24,0.049
Bahrain,BHR,2020-05-25,0.049
Bahrain,BHR,2020-05-26,0.048
Bahrain,BHR,2020-05-27,0.051
Bahrain,BHR,2020-05-28,0.053
Bahrain,BHR,2020-05-29,0.058
Bahrain,BHR,2020-05-30,0.06
Bahrain,BHR,2020-05-31,0.063
Bahrain,BHR,2020-06-01,0.069
Bahrain,BHR,2020-06-02,0.066
Bahrain,BHR,2020-06-03,0.067
Bahrain,BHR,2020-06-04,0.068
Bahrain,BHR,2020-06-05,0.068
Bahrain,BHR,2020-06-06,0.069
Bahrain,BHR,2020-06-07,0.067
Bahrain,BHR,2020-06-08,0.069
Bahrain,BHR,2020-06-09,0.072
Bahrain,BHR,2020-06-10,0.07
Bahrain,BHR,2020-06-11,0.069
Bahrain,BHR,2020-06-12,0.07
Bahrain,BHR,2020-06-13,0.067
Bahrain,BHR,2020-06-14,0.067
Bahrain,BHR,2020-06-15,0.071
Bahrain,BHR,2020-06-16,0.064
Bahrain,BHR,2020-06-17,0.063
Bahrain,BHR,2020-06-18,0.062
Bahrain,BHR,2020-06-19,0.061
Bahrain,BHR,2020-06-20,0.061
Bahrain,BHR,2020-06-21,0.059
Bahrain,BHR,2020-06-22,0.056
Bahrain,BHR,2020-06-23,0.068
Bahrain,BHR,2020-06-24,0.075
Bahrain,BHR,2020-06-25,0.075
Bahrain,BHR,2020-06-26,0.079
Bahrain,BHR,2020-06-27,0.078
Bahrain,BHR,2020-06-28,0.077
Bahrain,BHR,2020-06-29,0.075
Bahrain,BHR,2020-06-30,0.067
Bahrain,BHR,2020-07-01,0.064
Bahrain,BHR,2020-07-02,0.061
Bahrain,BHR,2020-07-03,0.058
Bahrain,BHR,2020-07-04,0.057
Bahrain,BHR,2020-07-05,0.05
Bahrain,BHR,2020-07-06,0.047
Bahrain,BHR,2020-07-07,0.047
Bahrain,BHR,2020-07-08,0.046
Bahrain,BHR,2020-07-09,0.052
Bahrain,BHR,2020-07-10,0.055
Bahrain,BHR,2020-07-11,0.056
Bahrain,BHR,2020-07-12,0.066
Bahrain,BHR,2020-07-13,0.067
Bahrain,BHR,2020-07-14,0.07
Bahrain,BHR,2020-07-15,0.067
Bahrain,BHR,2020-07-16,0.061
Bahrain,BHR,2020-07-17,0.055
Bahrain,BHR,2020-07-18,0.057
Bahrain,BHR,2020-07-19,0.057
Bahrain,BHR,2020-07-20,0.058
Bahrain,BHR,2020-07-21,0.047
Bahrain,BHR,2020-07-22,0.046
Bahrain,BHR,2020-07-23,0.043
Bahrain,BHR,2020-07-24,0.044
Bahrain,BHR,2020-07-25,0.04
Bahrain,BHR,2020-07-26,0.038
Bahrain,BHR,2020-07-27,0.035
Bahrain,BHR,2020-07-28,0.041
Bahrain,BHR,2020-07-29,0.041
Bahrain,BHR,2020-07-30,0.042
Bahrain,BHR,2020-07-31,0.042
Bahrain,BHR,2020-08-01,0.044
Bahrain,BHR,2020-08-02,0.045
Bahrain,BHR,2020-08-03,0.045
Bahrain,BHR,2020-08-04,0.044
Bahrain,BHR,2020-08-05,0.049
Bahrain,BHR,2020-08-06,0.052
Bahrain,BHR,2020-08-07,0.051
Bahrain,BHR,2020-08-08,0.048
Bahrain,BHR,2020-08-09,0.05
Bahrain,BHR,2020-08-10,0.05
Bahrain,BHR,2020-08-11,0.05
Bahrain,BHR,2020-08-12,0.039
Bahrain,BHR,2020-08-13,0.04
Bahrain,BHR,2020-08-14,0.04
Bahrain,BHR,2020-08-15,0.041
Bahrain,BHR,2020-08-16,0.041
Bahrain,BHR,2020-08-17,0.04
Bahrain,BHR,2020-08-18,0.04
Bahrain,BHR,2020-08-19,0.04
Bahrain,BHR,2020-08-20,0.038
Bahrain,BHR,2020-08-21,0.039
Bahrain,BHR,2020-08-22,0.039
Bahrain,BHR,2020-08-23,0.037
Bahrain,BHR,2020-08-24,0.038
Bahrain,BHR,2020-08-25,0.037
Bahrain,BHR,2020-08-26,0.036
Bahrain,BHR,2020-08-27,0.037
Bahrain,BHR,2020-08-28,0.037
Bahrain,BHR,2020-08-29,0.035
Bahrain,BHR,2020-08-30,0.032
Bahrain,BHR,2020-08-31,0.035
Bahrain,BHR,2020-09-01,0.04
Bahrain,BHR,2020-09-02,0.047
Bahrain,BHR,2020-09-03,0.048
Bahrain,BHR,2020-09-04,0.048
Bahrain,BHR,2020-09-05,0.053
Bahrain,BHR,2020-09-06,0.053
Bahrain,BHR,2020-09-07,0.052
Bahrain,BHR,2020-09-08,0.05
Bahrain,BHR,2020-09-09,0.053
Bahrain,BHR,2020-09-10,0.053
Bahrain,BHR,2020-09-11,0.053
Bahrain,BHR,2020-09-12,0.055
Bahrain,BHR,2020-09-13,0.066
Bahrain,BHR,2020-09-14,0.071
Bahrain,BHR,2020-09-15,0.06
Bahrain,BHR,2020-09-16,0.062
Bahrain,BHR,2020-09-17,0.066
Bahrain,BHR,2020-09-18,0.071
Bahrain,BHR,2020-09-19,0.059
Bahrain,BHR,2020-09-20,0.058
Bahrain,BHR,2020-09-21,0.06
Bahrain,BHR,2020-09-22,0.069
Bahrain,BHR,2020-09-23,0.068
Bahrain,BHR,2020-09-24,0.054
Bahrain,BHR,2020-09-25,0.053
Bahrain,BHR,2020-09-26,0.066
Bahrain,BHR,2020-09-27,0.062
Bahrain,BHR,2020-09-28,0.055
Bahrain,BHR,2020-09-29,0.055
Bahrain,BHR,2020-09-30,0.052
Bahrain,BHR,2020-10-01,0.06
Bahrain,BHR,2020-10-02,0.054
Bahrain,BHR,2020-10-03,0.05
Bahrain,BHR,2020-10-04,0.047
Bahrain,BHR,2020-10-05,0.046
Bahrain,BHR,2020-10-06,0.043
Bahrain,BHR,2020-10-07,0.039
Bahrain,BHR,2020-10-08,0.041
Bahrain,BHR,2020-10-09,0.044
Bahrain,BHR,2020-10-10,0.042
Bahrain,BHR,2020-10-11,0.042
Bahrain,BHR,2020-10-12,0.041
Bahrain,BHR,2020-10-13,0.041
Bahrain,BHR,2020-10-14,0.046
Bahrain,BHR,2020-10-15,0.04
Bahrain,BHR,2020-10-16,0.036
Bahrain,BHR,2020-10-17,0.033
Bahrain,BHR,2020-10-18,0.033
Bahrain,BHR,2020-10-19,0.033
Bahrain,BHR,2020-10-20,0.032
Bahrain,BHR,2020-10-21,0.032
Bahrain,BHR,2020-10-22,0.032
Bahrain,BHR,2020-10-23,0.032
Bahrain,BHR,2020-10-24,0.034
Bahrain,BHR,2020-10-25,0.033
Bahrain,BHR,2020-10-26,0.029
Bahrain,BHR,2020-10-27,0.029
Bahrain,BHR,2020-10-28,0.03
Bahrain,BHR,2020-10-29,0.028
Bahrain,BHR,2020-10-30,0.026
Bahrain,BHR,2020-10-31,0.023
Bahrain,BHR,2020-11-01,0.023
Bahrain,BHR,2020-11-02,0.026
Bahrain,BHR,2020-11-03,0.024
Bahrain,BHR,2020-11-04,0.023
Bahrain,BHR,2020-11-05,0.022
Bahrain,BHR,2020-11-06,0.022
Bahrain,BHR,2020-11-07,0.022
Bahrain,BHR,2020-11-08,0.021
Bahrain,BHR,2020-11-09,0.02
Bahrain,BHR,2020-11-10,0.02
Bahrain,BHR,2020-11-11,0.019
Bahrain,BHR,2020-11-12,0.019
Bahrain,BHR,2020-11-13,0.018
Bahrain,BHR,2020-11-14,0.018
Bahrain,BHR,2020-11-15,0.018
Bahrain,BHR,2020-11-16,0.018
Bahrain,BHR,2020-11-17,0.017
Bahrain,BHR,2020-11-18,0.016
Bahrain,BHR,2020-11-19,0.016
Bahrain,BHR,2020-11-20,0.016
Bahrain,BHR,2020-11-21,0.015
Bahrain,BHR,2020-11-22,0.015
Bahrain,BHR,2020-11-23,0.015
Bahrain,BHR,2020-11-24,0.015
Bahrain,BHR,2020-11-25,0.015
Bahrain,BHR,2020-11-26,0.015
Bahrain,BHR,2020-11-27,0.015
Bahrain,BHR,2020-11-28,0.015
Bahrain,BHR,2020-11-29,0.015
Bahrain,BHR,2020-11-30,0.015
Bahrain,BHR,2020-12-01,0.016
Bahrain,BHR,2020-12-02,0.015
Bahrain,BHR,2020-12-03,0.015
Bahrain,BHR,2020-12-04,0.015
Bahrain,BHR,2020-12-05,0.015
Bahrain,BHR,2020-12-06,0.015
Bahrain,BHR,2020-12-07,0.015
Bahrain,BHR,2020-12-08,0.015
Bahrain,BHR,2020-12-09,0.016
Bahrain,BHR,2020-12-10,0.016
Bahrain,BHR,2020-12-11,0.017
Bahrain,BHR,2020-12-12,0.017
Bahrain,BHR,2020-12-13,0.017
Bahrain,BHR,2020-12-14,0.016
Bahrain,BHR,2020-12-15,0.016
Bahrain,BHR,2020-12-16,0.015
Bahrain,BHR,2020-12-17,0.015
Bahrain,BHR,2020-12-18,0.014
Bahrain,BHR,2020-12-19,0.015
Bahrain,BHR,2020-12-20,0.016
Bahrain,BHR,2020-12-21,0.017
Bahrain,BHR,2020-12-22,0.017
Bahrain,BHR,2020-12-23,0.018
Bahrain,BHR,2020-12-24,0.02
Bahrain,BHR,2020-12-25,0.021
Bahrain,BHR,2020-12-26,0.022
Bahrain,BHR,2020-12-27,0.022
Bahrain,BHR,2020-12-28,0.023
Bahrain,BHR,2020-12-29,0.024
Bahrain,BHR,2020-12-30,0.025
Bahrain,BHR,2020-12-31,0.025
Bahrain,BHR,2021-01-01,0.025
Bahrain,BHR,2021-01-02,0.026
Bahrain,BHR,2021-01-03,0.027
Bahrain,BHR,2021-01-04,0.027
Bahrain,BHR,2021-01-05,0.026
Bahrain,BHR,2021-01-06,0.026
Bahrain,BHR,2021-01-07,0.027
Bahrain,BHR,2021-01-08,0.029
Bahrain,BHR,2021-01-09,0.027
Bahrain,BHR,2021-01-10,0.026
Bahrain,BHR,2021-01-11,0.026
Bahrain,BHR,2021-01-12,0.027
Bahrain,BHR,2021-01-13,0.027
Bahrain,BHR,2021-01-14,0.028
Bahrain,BHR,2021-01-15,0.025
Bahrain,BHR,2021-01-16,0.025
Bahrain,BHR,2021-01-17,0.026
Bahrain,BHR,2021-01-18,0.026
Bahrain,BHR,2021-01-19,0.027
Bahrain,BHR,2021-01-20,0.027
Bahrain,BHR,2021-01-21,0.027
Bahrain,BHR,2021-01-22,0.029
Bahrain,BHR,2021-01-23,0.029
Bahrain,BHR,2021-01-24,0.03
Bahrain,BHR,2021-01-25,0.031
Bahrain,BHR,2021-01-26,0.033
Bahrain,BHR,2021-01-27,0.034
Bahrain,BHR,2021-01-28,0.035
Bahrain,BHR,2021-01-29,0.036
Bahrain,BHR,2021-01-30,0.04
Bahrain,BHR,2021-01-31,0.038
Bahrain,BHR,2021-02-01,0.039
Bahrain,BHR,2021-02-02,0.041
Bahrain,BHR,2021-02-03,0.04
Bahrain,BHR,2021-02-04,0.043
Bahrain,BHR,2021-02-05,0.045
Bahrain,BHR,2021-02-06,0.044
Bahrain,BHR,2021-02-07,0.047
Bahrain,BHR,2021-02-08,0.049
Bahrain,BHR,2021-02-09,0.049
Bahrain,BHR,2021-02-10,0.052
Bahrain,BHR,2021-02-11,0.052
Bahrain,BHR,2021-02-12,0.055
Bahrain,BHR,2021-02-13,0.057
Bahrain,BHR,2021-02-14,0.057
Bahrain,BHR,2021-02-15,0.058
Bahrain,BHR,2021-02-16,0.059
Bahrain,BHR,2021-02-17,0.058
Bahrain,BHR,2021-02-18,0.057
Bahrain,BHR,2021-02-19,0.055
Bahrain,BHR,2021-02-20,0.054
Bahrain,BHR,2021-02-21,0.054
Bahrain,BHR,2021-02-22,0.052
Bahrain,BHR,2021-02-23,0.051
Bahrain,BHR,2021-02-24,0.051
Bahrain,BHR,2021-02-25,0.05
Bahrain,BHR,2021-02-26,0.048
Bahrain,BHR,2021-02-27,0.047
Bahrain,BHR,2021-02-28,0.047
Bangladesh,BGD,2020-03-13,0.025
Bangladesh,BGD,2020-03-14,0.021
Bangladesh,BGD,2020-03-15,0.013
Bangladesh,BGD,2020-03-16,0.025
Bangladesh,BGD,2020-03-17,0.032
Bangladesh,BGD,2020-03-18,0.046
Bangladesh,BGD,2020-03-19,0.056
Bangladesh,BGD,2020-03-20,0.066
Bangladesh,BGD,2020-03-21,0.075
Bangladesh,BGD,2020-03-22,0.067
Bangladesh,BGD,2020-03-23,0.067
Bangladesh,BGD,2020-03-24,0.07
Bangladesh,BGD,2020-03-25,0.051
Bangladesh,BGD,2020-03-26,0.048
Bangladesh,BGD,2020-03-27,0.049
Bangladesh,BGD,2020-03-28,0.037
Bangladesh,BGD,2020-03-29,0.029
Bangladesh,BGD,2020-03-30,0.018
Bangladesh,BGD,2020-03-31,0.012
Bangladesh,BGD,2020-04-01,0.015
Bangladesh,BGD,2020-04-02,0.011
Bangladesh,BGD,2020-04-03,0.009
Bangladesh,BGD,2020-04-04,0.013
Bangladesh,BGD,2020-04-05,0.018
Bangladesh,BGD,2020-04-06,0.026
Bangladesh,BGD,2020-04-07,0.031
Bangladesh,BGD,2020-04-08,0.036
Bangladesh,BGD,2020-04-09,0.049
Bangladesh,BGD,2020-04-10,0.063
Bangladesh,BGD,2020-04-11,0.061
Bangladesh,BGD,2020-04-12,0.07
Bangladesh,BGD,2020-04-13,0.078
Bangladesh,BGD,2020-04-14,0.089
Bangladesh,BGD,2020-04-15,0.096
Bangladesh,BGD,2020-04-16,0.108
Bangladesh,BGD,2020-04-17,0.109
Bangladesh,BGD,2020-04-18,0.116
Bangladesh,BGD,2020-04-19,0.119
Bangladesh,BGD,2020-04-20,0.13
Bangladesh,BGD,2020-04-21,0.133
Bangladesh,BGD,2020-04-22,0.133
Bangladesh,BGD,2020-04-23,0.127
Bangladesh,BGD,2020-04-24,0.131
Bangladesh,BGD,2020-04-25,0.126
Bangladesh,BGD,2020-04-26,0.124
Bangladesh,BGD,2020-04-27,0.118
Bangladesh,BGD,2020-04-28,0.114
Bangladesh,BGD,2020-04-29,0.117
Bangladesh,BGD,2020-04-30,0.114
Bangladesh,BGD,2020-05-01,0.108
Bangladesh,BGD,2020-05-02,0.109
Bangladesh,BGD,2020-05-03,0.108
Bangladesh,BGD,2020-05-04,0.109
Bangladesh,BGD,2020-05-05,0.121
Bangladesh,BGD,2020-05-06,0.132
Bangladesh,BGD,2020-05-07,0.135
Bangladesh,BGD,2020-05-08,0.138
Bangladesh,BGD,2020-05-09,0.14
Bangladesh,BGD,2020-05-10,0.149
Bangladesh,BGD,2020-05-11,0.152
Bangladesh,BGD,2020-05-12,0.143
Bangladesh,BGD,2020-05-13,0.136
Bangladesh,BGD,2020-05-14,0.139
Bangladesh,BGD,2020-05-15,0.141
Bangladesh,BGD,2020-05-16,0.143
Bangladesh,BGD,2020-05-17,0.144
Bangladesh,BGD,2020-05-18,0.148
Bangladesh,BGD,2020-05-19,0.148
Bangladesh,BGD,2020-05-20,0.15
Bangladesh,BGD,2020-05-21,0.155
Bangladesh,BGD,2020-05-22,0.16
Bangladesh,BGD,2020-05-23,0.164
Bangladesh,BGD,2020-05-24,0.166
Bangladesh,BGD,2020-05-25,0.173
Bangladesh,BGD,2020-05-26,0.179
Bangladesh,BGD,2020-05-27,0.185
Bangladesh,BGD,2020-05-28,0.192
Bangladesh,BGD,2020-05-29,0.2
Bangladesh,BGD,2020-05-30,0.201
Bangladesh,BGD,2020-05-31,0.207
Bangladesh,BGD,2020-06-01,0.207
Bangladesh,BGD,2020-06-02,0.211
Bangladesh,BGD,2020-06-03,0.213
Bangladesh,BGD,2020-06-04,0.209
Bangladesh,BGD,2020-06-05,0.206
Bangladesh,BGD,2020-06-06,0.21
Bangladesh,BGD,2020-06-07,0.209
Bangladesh,BGD,2020-06-08,0.209
Bangladesh,BGD,2020-06-09,0.208
Bangladesh,BGD,2020-06-10,0.206
Bangladesh,BGD,2020-06-11,0.207
Bangladesh,BGD,2020-06-12,0.209
Bangladesh,BGD,2020-06-13,0.203
Bangladesh,BGD,2020-06-14,0.204
Bangladesh,BGD,2020-06-15,0.204
Bangladesh,BGD,2020-06-16,0.205
Bangladesh,BGD,2020-06-17,0.21
Bangladesh,BGD,2020-06-18,0.214
Bangladesh,BGD,2020-06-19,0.214
Bangladesh,BGD,2020-06-20,0.223
Bangladesh,BGD,2020-06-21,0.224
Bangladesh,BGD,2020-06-22,0.226
Bangladesh,BGD,2020-06-23,0.224
Bangladesh,BGD,2020-06-24,0.221
Bangladesh,BGD,2020-06-25,0.219
Bangladesh,BGD,2020-06-26,0.218
Bangladesh,BGD,2020-06-27,0.218
Bangladesh,BGD,2020-06-28,0.216
Bangladesh,BGD,2020-06-29,0.216
Bangladesh,BGD,2020-06-30,0.215
Bangladesh,BGD,2020-07-01,0.215
Bangladesh,BGD,2020-07-02,0.215
Bangladesh,BGD,2020-07-03,0.215
Bangladesh,BGD,2020-07-04,0.214
Bangladesh,BGD,2020-07-05,0.213
Bangladesh,BGD,2020-07-06,0.212
Bangladesh,BGD,2020-07-07,0.216
Bangladesh,BGD,2020-07-08,0.218
Bangladesh,BGD,2020-07-09,0.218
Bangladesh,BGD,2020-07-10,0.218
Bangladesh,BGD,2020-07-11,0.22
Bangladesh,BGD,2020-07-12,0.226
Bangladesh,BGD,2020-07-13,0.23
Bangladesh,BGD,2020-07-14,0.23
Bangladesh,BGD,2020-07-15,0.235
Bangladesh,BGD,2020-07-16,0.235
Bangladesh,BGD,2020-07-17,0.236
Bangladesh,BGD,2020-07-18,0.237
Bangladesh,BGD,2020-07-19,0.236
Bangladesh,BGD,2020-07-20,0.232
Bangladesh,BGD,2020-07-21,0.232
Bangladesh,BGD,2020-07-22,0.228
Bangladesh,BGD,2020-07-23,0.231
Bangladesh,BGD,2020-07-24,0.229
Bangladesh,BGD,2020-07-25,0.228
Bangladesh,BGD,2020-07-26,0.227
Bangladesh,BGD,2020-07-27,0.227
Bangladesh,BGD,2020-07-28,0.226
Bangladesh,BGD,2020-07-29,0.224
Bangladesh,BGD,2020-07-30,0.22
Bangladesh,BGD,2020-07-31,0.222
Bangladesh,BGD,2020-08-01,0.222
Bangladesh,BGD,2020-08-02,0.222
Bangladesh,BGD,2020-08-03,0.23
Bangladesh,BGD,2020-08-04,0.231
Bangladesh,BGD,2020-08-05,0.237
Bangladesh,BGD,2020-08-06,0.242
Bangladesh,BGD,2020-08-07,0.243
Bangladesh,BGD,2020-08-08,0.239
Bangladesh,BGD,2020-08-09,0.237
Bangladesh,BGD,2020-08-10,0.231
Bangladesh,BGD,2020-08-11,0.225
Bangladesh,BGD,2020-08-12,0.219
Bangladesh,BGD,2020-08-13,0.214
Bangladesh,BGD,2020-08-14,0.213
Bangladesh,BGD,2020-08-15,0.211
Bangladesh,BGD,2020-08-16,0.207
Bangladesh,BGD,2020-08-17,0.205
Bangladesh,BGD,2020-08-18,0.207
Bangladesh,BGD,2020-08-19,0.205
Bangladesh,BGD,2020-08-20,0.206
Bangladesh,BGD,2020-08-21,0.201
Bangladesh,BGD,2020-08-22,0.201
Bangladesh,BGD,2020-08-23,0.198
Bangladesh,BGD,2020-08-24,0.195
Bangladesh,BGD,2020-08-25,0.189
Bangladesh,BGD,2020-08-26,0.186
Bangladesh,BGD,2020-08-27,0.179
Bangladesh,BGD,2020-08-28,0.176
Bangladesh,BGD,2020-08-29,0.173
Bangladesh,BGD,2020-08-30,0.171
Bangladesh,BGD,2020-08-31,0.169
Bangladesh,BGD,2020-09-01,0.166
Bangladesh,BGD,2020-09-02,0.167
Bangladesh,BGD,2020-09-03,0.165
Bangladesh,BGD,2020-09-04,0.163
Bangladesh,BGD,2020-09-05,0.159
Bangladesh,BGD,2020-09-06,0.157
Bangladesh,BGD,2020-09-07,0.152
Bangladesh,BGD,2020-09-08,0.147
Bangladesh,BGD,2020-09-09,0.14
Bangladesh,BGD,2020-09-10,0.136
Bangladesh,BGD,2020-09-11,0.132
Bangladesh,BGD,2020-09-12,0.128
Bangladesh,BGD,2020-09-13,0.125
Bangladesh,BGD,2020-09-14,0.122
Bangladesh,BGD,2020-09-15,0.122
Bangladesh,BGD,2020-09-16,0.121
Bangladesh,BGD,2020-09-17,0.12
Bangladesh,BGD,2020-09-18,0.12
Bangladesh,BGD,2020-09-19,0.12
Bangladesh,BGD,2020-09-20,0.123
Bangladesh,BGD,2020-09-21,0.123
Bangladesh,BGD,2020-09-22,0.121
Bangladesh,BGD,2020-09-23,0.121
Bangladesh,BGD,2020-09-24,0.121
Bangladesh,BGD,2020-09-25,0.12
Bangladesh,BGD,2020-09-26,0.118
Bangladesh,BGD,2020-09-27,0.116
Bangladesh,BGD,2020-09-28,0.114
Bangladesh,BGD,2020-09-29,0.115
Bangladesh,BGD,2020-09-30,0.113
Bangladesh,BGD,2020-10-01,0.115
Bangladesh,BGD,2020-10-02,0.117
Bangladesh,BGD,2020-10-03,0.12
Bangladesh,BGD,2020-10-04,0.119
Bangladesh,BGD,2020-10-05,0.12
Bangladesh,BGD,2020-10-06,0.121
Bangladesh,BGD,2020-10-07,0.122
Bangladesh,BGD,2020-10-08,0.12
Bangladesh,BGD,2020-10-09,0.118
Bangladesh,BGD,2020-10-10,0.116
Bangladesh,BGD,2020-10-11,0.118
Bangladesh,BGD,2020-10-12,0.116
Bangladesh,BGD,2020-10-13,0.114
Bangladesh,BGD,2020-10-14,0.115
Bangladesh,BGD,2020-10-15,0.114
Bangladesh,BGD,2020-10-16,0.114
Bangladesh,BGD,2020-10-17,0.113
Bangladesh,BGD,2020-10-18,0.111
Bangladesh,BGD,2020-10-19,0.111
Bangladesh,BGD,2020-10-20,0.109
Bangladesh,BGD,2020-10-21,0.108
Bangladesh,BGD,2020-10-22,0.108
Bangladesh,BGD,2020-10-23,0.108
Bangladesh,BGD,2020-10-24,0.108
Bangladesh,BGD,2020-10-25,0.109
Bangladesh,BGD,2020-10-26,0.112
Bangladesh,BGD,2020-10-27,0.113
Bangladesh,BGD,2020-10-28,0.114
Bangladesh,BGD,2020-10-29,0.115
Bangladesh,BGD,2020-10-30,0.115
Bangladesh,BGD,2020-10-31,0.117
Bangladesh,BGD,2020-11-01,0.119
Bangladesh,BGD,2020-11-02,0.122
Bangladesh,BGD,2020-11-03,0.124
Bangladesh,BGD,2020-11-04,0.122
Bangladesh,BGD,2020-11-05,0.122
Bangladesh,BGD,2020-11-06,0.122
Bangladesh,BGD,2020-11-07,0.121
Bangladesh,BGD,2020-11-08,0.119
Bangladesh,BGD,2020-11-09,0.115
Bangladesh,BGD,2020-11-10,0.116
Bangladesh,BGD,2020-11-11,0.118
Bangladesh,BGD,2020-11-12,0.115
Bangladesh,BGD,2020-11-13,0.119
Bangladesh,BGD,2020-11-14,0.121
Bangladesh,BGD,2020-11-15,0.123
Bangladesh,BGD,2020-11-16,0.125
Bangladesh,BGD,2020-11-17,0.127
Bangladesh,BGD,2020-11-18,0.128
Bangladesh,BGD,2020-11-19,0.133
Bangladesh,BGD,2020-11-20,0.135
Bangladesh,BGD,2020-11-21,0.137
Bangladesh,BGD,2020-11-22,0.139
Bangladesh,BGD,2020-11-23,0.141
Bangladesh,BGD,2020-11-24,0.143
Bangladesh,BGD,2020-11-25,0.144
Bangladesh,BGD,2020-11-26,0.144
Bangladesh,BGD,2020-11-27,0.143
Bangladesh,BGD,2020-11-28,0.142
Bangladesh,BGD,2020-11-29,0.139
Bangladesh,BGD,2020-11-30,0.141
Bangladesh,BGD,2020-12-01,0.141
Bangladesh,BGD,2020-12-02,0.141
Bangladesh,BGD,2020-12-03,0.142
Bangladesh,BGD,2020-12-04,0.143
Bangladesh,BGD,2020-12-05,0.143
Bangladesh,BGD,2020-12-06,0.143
Bangladesh,BGD,2020-12-07,0.141
Bangladesh,BGD,2020-12-08,0.138
Bangladesh,BGD,2020-12-09,0.137
Bangladesh,BGD,2020-12-10,0.133
Bangladesh,BGD,2020-12-11,0.129
Bangladesh,BGD,2020-12-12,0.125
Bangladesh,BGD,2020-12-13,0.122
Bangladesh,BGD,2020-12-14,0.116
Bangladesh,BGD,2020-12-15,0.111
Bangladesh,BGD,2020-12-16,0.106
Bangladesh,BGD,2020-12-17,0.102
Bangladesh,BGD,2020-12-18,0.099
Bangladesh,BGD,2020-12-19,0.098
Bangladesh,BGD,2020-12-20,0.097
Bangladesh,BGD,2020-12-21,0.095
Bangladesh,BGD,2020-12-22,0.093
Bangladesh,BGD,2020-12-23,0.091
Bangladesh,BGD,2020-12-24,0.092
Bangladesh,BGD,2020-12-25,0.091
Bangladesh,BGD,2020-12-26,0.089
Bangladesh,BGD,2020-12-27,0.088
Bangladesh,BGD,2020-12-28,0.085
Bangladesh,BGD,2020-12-29,0.084
Bangladesh,BGD,2020-12-30,0.083
Bangladesh,BGD,2020-12-31,0.081
Bangladesh,BGD,2021-01-01,0.08
Bangladesh,BGD,2021-01-02,0.079
Bangladesh,BGD,2021-01-03,0.078
Bangladesh,BGD,2021-01-04,0.079
Bangladesh,BGD,2021-01-05,0.077
Bangladesh,BGD,2021-01-06,0.074
Bangladesh,BGD,2021-01-07,0.072
Bangladesh,BGD,2021-01-08,0.067
Bangladesh,BGD,2021-01-09,0.065
Bangladesh,BGD,2021-01-10,0.066
Bangladesh,BGD,2021-01-11,0.063
Bangladesh,BGD,2021-01-12,0.061
Bangladesh,BGD,2021-01-13,0.06
Bangladesh,BGD,2021-01-14,0.057
Bangladesh,BGD,2021-01-15,0.058
Bangladesh,BGD,2021-01-16,0.057
Bangladesh,BGD,2021-01-17,0.052
Bangladesh,BGD,2021-01-18,0.051
Bangladesh,BGD,2021-01-19,0.05
Bangladesh,BGD,2021-01-20,0.048
Bangladesh,BGD,2021-01-21,0.047
Bangladesh,BGD,2021-01-22,0.045
Bangladesh,BGD,2021-01-23,0.044
Bangladesh,BGD,2021-01-24,0.042
Bangladesh,BGD,2021-01-25,0.041
Bangladesh,BGD,2021-01-26,0.039
Bangladesh,BGD,2021-01-27,0.038
Bangladesh,BGD,2021-01-28,0.037
Bangladesh,BGD,2021-01-29,0.036
Bangladesh,BGD,2021-01-30,0.035
Bangladesh,BGD,2021-01-31,0.035
Bangladesh,BGD,2021-02-01,0.034
Bangladesh,BGD,2021-02-02,0.034
Bangladesh,BGD,2021-02-03,0.033
Bangladesh,BGD,2021-02-04,0.033
Bangladesh,BGD,2021-02-05,0.032
Bangladesh,BGD,2021-02-06,0.031
Bangladesh,BGD,2021-02-07,0.03
Bangladesh,BGD,2021-02-08,0.028
Bangladesh,BGD,2021-02-09,0.027
Bangladesh,BGD,2021-02-10,0.027
Bangladesh,BGD,2021-02-11,0.025
Bangladesh,BGD,2021-02-12,0.026
Bangladesh,BGD,2021-02-13,0.025
Bangladesh,BGD,2021-02-14,0.026
Bangladesh,BGD,2021-02-15,0.027
Bangladesh,BGD,2021-02-16,0.027
Bangladesh,BGD,2021-02-17,0.027
Bangladesh,BGD,2021-02-18,0.027
Bangladesh,BGD,2021-02-19,0.027
Bangladesh,BGD,2021-02-20,0.028
