,Id,title,island,locality,price,beds,size,link,date,advert_type
264,264,2 Bedroom Apartment in Cabo Blanco,Tenerife,Cabo Blanco,112000,2,100,https://www.kyero.com/en/property/7224853-apartment-for-sale-cabo-blanco,2020-12-29 10:29:35.416042+00:00,sale
265,265,2 Bedroom Apartment in Arona,Tenerife,Arona,99800,2,72,https://www.kyero.com/en/property/7672360-apartment-for-sale-arona,2020-12-29 10:29:35.418425+00:00,sale
266,266,2 Bedroom Apartment in Santa Cruz De Tenerife,Tenerife,Santa Cruz de Tenerife,87500,2,64,https://www.kyero.com/en/property/7653306-apartment-for-sale-santa-cruz-de-tenerife,2020-12-29 10:29:35.421030+00:00,sale
267,267,3 Bedroom Apartment in Los Abrigos,Tenerife,Los Abrigos,134900,3,84,https://www.kyero.com/en/property/7116264-apartment-for-sale-los-abrigos,2020-12-29 10:29:35.423852+00:00,sale
268,268,2 Bedroom Apartment in Granadilla de Abona,Tenerife,Granadilla de Abona,76000,2,59,https://www.kyero.com/en/property/7934580-apartment-for-sale-granadilla-de-abona,2020-12-29 10:29:35.426612+00:00,sale
269,269,2 Bedroom Apartment in Arona,Tenerife,Arona,112500,2,60,https://www.kyero.com/en/property/7672343-apartment-for-sale-arona,2020-12-29 10:29:35.428766+00:00,sale
270,270,2 Bedroom Apartment in Guargacho,Tenerife,Guargacho,105500,2,59,https://www.kyero.com/en/property/6596509-apartment-for-sale-guargacho,2020-12-29 10:29:35.431018+00:00,sale
271,271,2 Bedroom Apartment in Las Chafiras (San Miguel),Tenerife,Las Chafiras (San Miguel),130000,2,64,https://www.kyero.com/en/property/7265551-apartment-for-sale-las-chafiras-san-miguel,2020-12-29 10:29:35.433300+00:00,sale
272,272,3 Bedroom Apartment in San Isidro De Abona,Tenerife,San Isidro de Abona,138600,3,83,https://www.kyero.com/en/property/8063977-apartment-for-sale-san-isidro-de-abona,2020-12-29 10:29:35.435484+00:00,sale
273,273,3 Bedroom Apartment in Arona,Tenerife,Arona,107900,3,69,https://www.kyero.com/en/property/7657077-apartment-for-sale-arona,2020-12-29 10:29:35.437807+00:00,sale
274,274,2 Bedroom Apartment in Santa Cruz De Tenerife,Tenerife,Santa Cruz de Tenerife,120000,2,101,https://www.kyero.com/en/property/8063956-apartment-for-sale-santa-cruz-de-tenerife,2020-12-29 10:29:35.439999+00:00,sale
275,275,2 Bedroom Apartment in Los Abrigos,Tenerife,Los Abrigos,149950,2,52,https://www.kyero.com/en/property/7122813-apartment-for-sale-los-abrigos,2020-12-29 10:29:35.442369+00:00,sale
276,276,2 Bedroom Apartment in Arona,Tenerife,Arona,110000,2,97,https://www.kyero.com/en/property/7379323-apartment-for-sale-arona,2020-12-29 10:29:35.444567+00:00,sale
277,277,2 Bedroom Apartment in Los Abrigos,Tenerife,Los Abrigos,115000,2,50,https://www.kyero.com/en/property/7064897-apartment-for-sale-los-abrigos,2020-12-29 10:29:35.446815+00:00,sale
278,278,2 Bedroom Apartment in Santa Cruz De Tenerife,Tenerife,Santa Cruz de Tenerife,150000,2,80,https://www.kyero.com/en/property/7779647-apartment-for-sale-santa-cruz-de-tenerife,2020-12-29 10:29:35.449083+00:00,sale
279,279,2 Bedroom Apartment in Costa Del Silencio,Tenerife,Costa del Silencio,129000,2,70,https://www.kyero.com/en/property/6928732-apartment-for-sale-costa-del-silencio,2020-12-29 10:29:35.451244+00:00,sale
280,280,2 Bedroom Apartment in Arona,Tenerife,Arona,80000,2,64,https://www.kyero.com/en/property/7671103-apartment-for-sale-arona,2020-12-29 10:29:35.453575+00:00,sale
281,281,2 Bedroom Apartment in Granadilla de Abona,Tenerife,Granadilla de Abona,135000,2,74,https://www.kyero.com/en/property/6774310-apartment-for-sale-granadilla-de-abona,2020-12-29 10:29:35.455783+00:00,sale
282,282,2 Bedroom Apartment in Adeje,Tenerife,Adeje,135000,2,64,https://www.kyero.com/en/property/7561168-apartment-for-sale-adeje,2020-12-29 10:29:35.458066+00:00,sale
283,283,3 Bedroom Apartment in Santiago Del Teide,Tenerife,Santiago del Teide,134500,3,59,https://www.kyero.com/en/property/7653302-apartment-for-sale-santiago-del-teide,2020-12-29 10:29:35.460295+00:00,sale
284,284,3 Bedroom Apartment in Los Abrigos,Tenerife,Los Abrigos,130000,3,70,https://www.kyero.com/en/property/5439135-apartment-for-sale-los-abrigos,2020-12-29 10:29:35.462617+00:00,sale
285,285,2 Bedroom Apartment in Cho,Tenerife,Cho,139000,2,80,https://www.kyero.com/en/property/7570947-apartment-for-sale-cho,2020-12-29 10:29:35.464715+00:00,sale
286,286,3 Bedroom Apartment in Tamaimo,Tenerife,Tamaimo,120000,3,80,https://www.kyero.com/en/property/6945479-apartment-for-sale-tamaimo,2020-12-29 10:29:35.467546+00:00,sale
287,287,2 Bedroom Apartment in Guimar,Tenerife,Guimar,108000,2,65,https://www.kyero.com/en/property/7916519-apartment-for-sale-guimar,2020-12-29 10:29:35.469953+00:00,sale
288,288,3 Bedroom Apartment in Granadilla de Abona,Tenerife,Granadilla de Abona,90000,3,62,https://www.kyero.com/en/property/7680857-apartment-for-sale-granadilla-de-abona,2020-12-29 10:29:35.472083+00:00,sale
289,289,2 Bedroom Apartment in Valle De San Lorenzo,Tenerife,Valle de San Lorenzo,119000,2,75,https://www.kyero.com/en/property/5511790-apartment-for-sale-valle-de-san-lorenzo,2020-12-29 10:29:35.474320+00:00,sale
290,290,2 Bedroom Apartment in Arona,Tenerife,Arona,116000,2,60,https://www.kyero.com/en/property/7672375-apartment-for-sale-arona,2020-12-29 10:29:35.476491+00:00,sale
291,291,2 Bedroom Duplex in Santa Cruz De Tenerife,Tenerife,Santa Cruz de Tenerife,90000,2,92,https://www.kyero.com/en/property/7651909-apartment-for-sale-santa-cruz-de-tenerife,2020-12-29 10:29:35.478781+00:00,sale
292,292,2 Bedroom Apartment in Playa Paraiso,Tenerife,Playa Paraiso,125000,2,60,https://www.kyero.com/en/property/6962282-apartment-for-sale-playa-paraiso,2020-12-29 10:29:35.481544+00:00,sale
293,293,2 Bedroom Apartment in Arona,Tenerife,Arona,135000,2,110,https://www.kyero.com/en/property/8030235-apartment-for-sale-arona,2020-12-29 10:29:35.483836+00:00,sale
294,294,2 Bedroom Apartment in Costa Del Silencio,Tenerife,Costa del Silencio,115000,2,66,https://www.kyero.com/en/property/7672124-apartment-for-sale-costa-del-silencio,2020-12-29 10:29:35.486159+00:00,sale
295,295,2 Bedroom Apartment in San Miguel De Abona,Tenerife,San Miguel de Abona,126000,2,85,https://www.kyero.com/en/property/7672408-apartment-for-sale-san-miguel-de-abona,2020-12-29 10:29:35.488358+00:00,sale
296,296,2 Bedroom Apartment in Buzanada,Tenerife,Buzanada,145000,2,102,https://www.kyero.com/en/property/7785107-apartment-for-sale-buzanada,2020-12-29 10:29:35.490567+00:00,sale
297,297,2 Bedroom Apartment in Santiago Del Teide,Tenerife,Santiago del Teide,130000,2,65,https://www.kyero.com/en/property/7839979-apartment-for-sale-santiago-del-teide,2020-12-29 10:29:35.492897+00:00,sale
298,298,2 Bedroom Apartment in Playa Paraiso,Tenerife,Playa Paraiso,149000,2,64,https://www.kyero.com/en/property/7309209-apartment-for-sale-playa-paraiso,2020-12-29 10:29:35.495114+00:00,sale
299,299,2 Bedroom Apartment in El Medano,Tenerife,El Medano,122000,2,48,https://www.kyero.com/en/property/8063926-apartment-for-sale-el-medano,2020-12-29 10:29:35.497487+00:00,sale
300,300,2 Bedroom Apartment in Puerto De La Cruz,Tenerife,Puerto de la Cruz,108000,2,47,https://www.kyero.com/en/property/6493546-apartment-for-sale-puerto-de-la-cruz,2020-12-29 10:29:35.499666+00:00,sale
301,301,3 Bedroom Apartment in Puerto De Santiago,Tenerife,Puerto de Santiago,134500,3,80,https://www.kyero.com/en/property/6779785-apartment-for-sale-puerto-de-santiago,2020-12-29 10:29:35.501961+00:00,sale
302,302,2 Bedroom Apartment in Tamaimo,Tenerife,Tamaimo,88000,2,75,https://www.kyero.com/en/property/6905443-apartment-for-sale-tamaimo,2020-12-29 10:29:35.504543+00:00,sale
303,303,3 Bedroom Apartment in Los Realejos,Tenerife,Los Realejos,142000,3,94,https://www.kyero.com/en/property/6493510-apartment-for-sale-los-realejos,2020-12-29 10:29:35.506814+00:00,sale
304,304,2 Bedroom Apartment in Buzanada,Tenerife,Buzanada,129500,2,73,https://www.kyero.com/en/property/7064875-apartment-for-sale-buzanada,2020-12-29 10:29:35.509214+00:00,sale
305,305,3 Bedroom Apartment in San Isidro De Abona,Tenerife,San Isidro de Abona,98000,3,73,https://www.kyero.com/en/property/6508968-apartment-for-sale-san-isidro-de-abona,2020-12-29 10:29:35.511475+00:00,sale
306,306,2 Bedroom Apartment in San Cristobal de La Laguna,Tenerife,San Cristobal de la Laguna,91000,2,73,https://www.kyero.com/en/property/7653279-apartment-for-sale-san-cristobal-de-la-laguna,2020-12-29 10:29:35.513721+00:00,sale
307,307,3 Bedroom Apartment in Guargacho,Tenerife,Guargacho,115000,3,90,https://www.kyero.com/en/property/7129980-apartment-for-sale-guargacho,2020-12-29 10:29:35.515882+00:00,sale
308,308,2 Bedroom Penthouse in Puerto De Santiago,Tenerife,Puerto de Santiago,139000,2,70,https://www.kyero.com/en/property/7572669-apartment-for-sale-puerto-de-santiago,2020-12-29 10:29:35.518167+00:00,sale
309,309,2 Bedroom Apartment in Golf Del Sur,Tenerife,Golf del Sur,119000,2,68,https://www.kyero.com/en/property/8077881-apartment-for-sale-golf-del-sur,2020-12-29 10:29:35.520597+00:00,sale
310,310,2 Bedroom Apartment in Golf Del Sur,Tenerife,Golf del Sur,109000,2,72,https://www.kyero.com/en/property/7798400-apartment-for-sale-golf-del-sur,2020-12-29 10:29:35.522881+00:00,sale
311,311,3 Bedroom Apartment in Arona,Tenerife,Arona,121000,3,79,https://www.kyero.com/en/property/7844211-apartment-for-sale-arona,2020-12-29 10:29:35.525154+00:00,sale
312,312,3 Bedroom Apartment in Playa De Las Americas,Tenerife,Playa de Las Americas,115000,3,60,https://www.kyero.com/en/property/6687788-apartment-for-sale-playa-de-las-americas,2020-12-29 10:29:35.527296+00:00,sale
313,313,2 Bedroom Apartment in Las Chafiras (San Miguel),Tenerife,Las Chafiras (San Miguel),117000,2,118,https://www.kyero.com/en/property/7633565-apartment-for-sale-las-chafiras-san-miguel,2020-12-29 10:29:35.529626+00:00,sale
314,314,2 Bedroom Apartment in Valle De San Lorenzo,Tenerife,Valle de San Lorenzo,125950,2,92,https://www.kyero.com/en/property/7653388-apartment-for-sale-valle-de-san-lorenzo,2020-12-29 10:29:35.531841+00:00,sale
315,315,2 Bedroom Apartment in Puerto De La Cruz,Tenerife,Puerto de la Cruz,139000,2,57,https://www.kyero.com/en/property/7566412-apartment-for-sale-puerto-de-la-cruz,2020-12-29 10:29:35.534439+00:00,sale
316,316,3 Bedroom Apartment in Granadilla,Tenerife,Granadilla de Abona,139000,3,83,https://www.kyero.com/en/property/6941169-apartment-for-sale-granadilla,2020-12-29 10:29:35.537438+00:00,sale
317,317,2 Bedroom Apartment in Golf Del Sur,Tenerife,Golf del Sur,125000,2,67,https://www.kyero.com/en/property/8077879-apartment-for-sale-golf-del-sur,2020-12-29 10:29:35.539879+00:00,sale
318,318,2 Bedroom Apartment in Arona,Tenerife,Arona,67000,2,58,https://www.kyero.com/en/property/6653017-apartment-for-sale-arona,2020-12-29 10:29:35.542406+00:00,sale
319,319,2 Bedroom Apartment in Las Galletas,Tenerife,Las Galletas,65000,2,40,https://www.kyero.com/en/property/6911447-apartment-for-sale-las-galletas,2020-12-29 10:29:35.544991+00:00,sale
320,320,2 Bedroom Apartment in Arona,Tenerife,Arona,104000,2,110,https://www.kyero.com/en/property/6653020-apartment-for-sale-arona,2020-12-29 10:29:35.547279+00:00,sale
321,321,2 Bedroom Apartment in Las Chafiras (San Miguel),Tenerife,Las Chafiras (San Miguel),150000,2,95,https://www.kyero.com/en/property/7217149-apartment-for-sale-las-chafiras-san-miguel,2020-12-29 10:29:35.549605+00:00,sale
322,322,2 Bedroom Apartment in Adeje,Tenerife,Adeje,126000,2,69,https://www.kyero.com/en/property/7217604-apartment-for-sale-adeje,2020-12-29 10:29:35.551744+00:00,sale
323,323,2 Bedroom Apartment in Los Abrigos,Tenerife,Los Abrigos,99900,2,69,https://www.kyero.com/en/property/7672330-apartment-for-sale-los-abrigos,2020-12-29 10:29:35.554006+00:00,sale
324,324,2 Bedroom Apartment in Arona,Tenerife,Arona,118900,2,61,https://www.kyero.com/en/property/7657078-apartment-for-sale-arona,2020-12-29 10:29:35.556096+00:00,sale
325,325,2 Bedroom Apartment in Guia De Isora,Tenerife,Guia de Isora,103000,2,60,https://www.kyero.com/en/property/7064877-apartment-for-sale-guia-de-isora,2020-12-29 10:29:35.558352+00:00,sale
326,326,2 Bedroom Apartment in San Isidro De Abona,Tenerife,San Isidro de Abona,89000,2,74,https://www.kyero.com/en/property/7688155-apartment-for-sale-san-isidro-de-abona,2020-12-29 10:29:35.560540+00:00,sale
327,327,2 Bedroom Apartment in San Isidro De Abona,Tenerife,San Isidro de Abona,80000,2,65,https://www.kyero.com/en/property/7505180-apartment-for-sale-san-isidro-de-abona,2020-12-29 10:29:35.562962+00:00,sale
328,328,2 Bedroom Apartment in Arona,Tenerife,Arona,92000,2,45,https://www.kyero.com/en/property/6696822-apartment-for-sale-arona,2020-12-29 10:29:35.565314+00:00,sale
329,329,2 Bedroom Apartment in Los Abrigos,Tenerife,Los Abrigos,120750,2,76,https://www.kyero.com/en/property/7671097-apartment-for-sale-los-abrigos,2020-12-29 10:29:35.567516+00:00,sale
330,330,Penthouse in Sant Joan,Mallorca,Sant Joan,199000,3,127,https://www.idealista.com/en/inmueble/90777131/,2020-12-29 10:29:35.569853+00:00,sale
331,331,2 Bedroom Apartment in San Miguel De Abona,Tenerife,San Miguel de Abona,131900,2,75,https://www.kyero.com/en/property/7672341-apartment-for-sale-san-miguel-de-abona,2020-12-29 10:29:35.572006+00:00,sale
332,332,2 Bedroom Apartment in Las Galletas,Tenerife,Las Galletas,148000,2,60,https://www.kyero.com/en/property/7671062-apartment-for-sale-las-galletas,2020-12-29 10:29:35.574526+00:00,sale
333,333,2 Bedroom Apartment in Valle De San Lorenzo,Tenerife,Valle de San Lorenzo,115900,2,70,https://www.kyero.com/en/property/7688150-apartment-for-sale-valle-de-san-lorenzo,2020-12-29 10:29:35.576662+00:00,sale
334,334,2 Bedroom Apartment in Guargacho,Tenerife,Guargacho,100000,2,62,https://www.kyero.com/en/property/7688163-apartment-for-sale-guargacho,2020-12-29 10:29:35.579008+00:00,sale
335,335,2 Bedroom Apartment in Costa Del Silencio,Tenerife,Costa del Silencio,118000,2,60,https://www.kyero.com/en/property/7672338-apartment-for-sale-costa-del-silencio,2020-12-29 10:29:35.581316+00:00,sale
336,336,2 Bedroom Apartment in Tijoco,Tenerife,Tijoco,130000,2,50,https://www.kyero.com/en/property/7653501-apartment-for-sale-tijoco,2020-12-29 10:29:35.583531+00:00,sale
337,337,3 Bedroom Apartment in Granadilla de Abona,Tenerife,Granadilla de Abona,75000,3,75,https://www.kyero.com/en/property/7488123-apartment-for-sale-granadilla-de-abona,2020-12-29 10:29:35.586090+00:00,sale
338,338,2 Bedroom Apartment in Guia De Isora,Tenerife,Guia de Isora,125000,2,90,https://www.kyero.com/en/property/7113142-apartment-for-sale-guia-de-isora,2020-12-29 10:29:35.588318+00:00,sale
339,339,2 Bedroom Apartment in Adeje,Tenerife,Adeje,137900,2,54,https://www.kyero.com/en/property/7653333-apartment-for-sale-adeje,2020-12-29 10:29:35.590657+00:00,sale
340,340,2 Bedroom Apartment in San Isidro De Abona,Tenerife,San Isidro de Abona,99500,2,70,https://www.kyero.com/en/property/8063942-apartment-for-sale-san-isidro-de-abona,2020-12-29 10:29:35.592748+00:00,sale
341,341,3 Bedroom Apartment in Los Realejos,Tenerife,Los Realejos,94000,3,98,https://www.kyero.com/en/property/7758620-apartment-for-sale-los-realejos,2020-12-29 10:29:35.595049+00:00,sale
342,342,2 Bedroom Apartment in Arona,Tenerife,Arona,115000,2,65,https://www.kyero.com/en/property/6602690-apartment-for-sale-arona,2020-12-29 10:29:35.597685+00:00,sale
343,343,3 Bedroom Apartment in Adeje,Tenerife,Adeje,149000,3,81,https://www.kyero.com/en/property/7769156-apartment-for-sale-adeje,2020-12-29 10:29:35.599878+00:00,sale
344,344,2 Bedroom Apartment in Arona,Tenerife,Arona,136000,2,72,https://www.kyero.com/en/property/7065490-apartment-for-sale-arona,2020-12-29 10:29:35.602189+00:00,sale
345,345,3 Bedroom Apartment in Santiago Del Teide,Tenerife,Santiago del Teide,131500,3,111,https://www.kyero.com/en/property/7653296-apartment-for-sale-santiago-del-teide,2020-12-29 10:29:35.604527+00:00,sale
346,346,2 Bedroom Apartment in Guargacho,Tenerife,Guargacho,81110,2,64,https://www.kyero.com/en/property/7671114-apartment-for-sale-guargacho,2020-12-29 10:29:35.606772+00:00,sale
347,347,2 Bedroom Apartment in Tijoco,Tenerife,Tijoco,136000,2,75,https://www.kyero.com/en/property/8063958-apartment-for-sale-tijoco,2020-12-29 10:29:35.609065+00:00,sale
348,348,2 Bedroom Duplex in Las Galletas,Tenerife,Las Galletas,125500,2,88,https://www.kyero.com/en/property/7671080-apartment-for-sale-las-galletas,2020-12-29 10:29:35.611462+00:00,sale
349,349,2 Bedroom Apartment in San Isidro De Abona,Tenerife,San Isidro de Abona,105000,2,50,https://www.kyero.com/en/property/7140483-apartment-for-sale-san-isidro-de-abona,2020-12-29 10:29:35.613837+00:00,sale
350,350,2 Bedroom Apartment in Poris De Abona,Tenerife,Poris de Abona,142500,2,63,https://www.kyero.com/en/property/6509057-apartment-for-sale-poris-de-abona,2020-12-29 10:29:35.615997+00:00,sale
351,351,2 Bedroom Apartment in Granadilla,Tenerife,Granadilla de Abona,129000,2,78,https://www.kyero.com/en/property/7230796-apartment-for-sale-granadilla,2020-12-29 10:29:35.618287+00:00,sale
352,352,2 Bedroom Apartment in Arona,Tenerife,Arona,119000,2,75,https://www.kyero.com/en/property/7621677-apartment-for-sale-arona,2020-12-29 10:29:35.620663+00:00,sale
353,353,2 Bedroom Apartment in Arona,Tenerife,Arona,116000,2,70,https://www.kyero.com/en/property/7672197-apartment-for-sale-arona,2020-12-29 10:29:35.623026+00:00,sale
354,354,3 Bedroom Apartment in Arona,Tenerife,Arona,136000,3,102,https://www.kyero.com/en/property/7227281-apartment-for-sale-arona,2020-12-29 10:29:35.625264+00:00,sale
355,355,2 Bedroom Apartment in San Isidro De Abona,Tenerife,San Isidro de Abona,120000,2,81,https://www.kyero.com/en/property/7391487-apartment-for-sale-san-isidro-de-abona,2020-12-29 10:29:35.627472+00:00,sale
356,356,2 Bedroom Apartment in Costa Del Silencio,Tenerife,Costa del Silencio,140000,2,53,https://www.kyero.com/en/property/7265470-apartment-for-sale-costa-del-silencio,2020-12-29 10:29:35.629761+00:00,sale
357,357,2 Bedroom Apartment in Adeje,Tenerife,Adeje,144900,2,85,https://www.kyero.com/en/property/6924268-apartment-for-sale-adeje,2020-12-29 10:29:35.631937+00:00,sale
358,358,2 Bedroom Duplex in Las Galletas,Tenerife,Las Galletas,139900,2,96,https://www.kyero.com/en/property/7671096-apartment-for-sale-las-galletas,2020-12-29 10:29:35.634269+00:00,sale
359,359,2 Bedroom Apartment in Arona,Tenerife,Arona,84000,2,65,https://www.kyero.com/en/property/7672190-apartment-for-sale-arona,2020-12-29 10:29:35.636510+00:00,sale
360,360,2 Bedroom Apartment in Arico,Tenerife,Arico,86000,2,65,https://www.kyero.com/en/property/7680859-apartment-for-sale-arico,2020-12-29 10:29:35.638756+00:00,sale
361,361,2 Bedroom Apartment in Costa Del Silencio,Tenerife,Costa del Silencio,105000,2,76,https://www.kyero.com/en/property/7672137-apartment-for-sale-costa-del-silencio,2020-12-29 10:29:35.641266+00:00,sale
362,362,2 Bedroom Apartment in Arona,Tenerife,Arona,84000,2,65,https://www.kyero.com/en/property/7672392-apartment-for-sale-arona,2020-12-29 10:29:35.643545+00:00,sale
363,363,2 Bedroom Apartment in Los Abrigos,Tenerife,Los Abrigos,109469,2,70,https://www.kyero.com/en/property/7844330-apartment-for-sale-los-abrigos,2020-12-29 10:29:35.645900+00:00,sale
364,364,2 Bedroom Apartment in Granadilla,Tenerife,Granadilla de Abona,114000,2,59,https://www.kyero.com/en/property/6960261-apartment-for-sale-granadilla,2020-12-29 10:29:35.648579+00:00,sale
365,365,2 Bedroom Apartment in Granadilla,Tenerife,Granadilla de Abona,105400,2,70,https://www.kyero.com/en/property/7243805-apartment-for-sale-granadilla,2020-12-29 10:29:35.651134+00:00,sale
366,366,2 Bedroom Apartment in Arona,Tenerife,Arona,125000,2,70,https://www.kyero.com/en/property/7572697-apartment-for-sale-arona,2020-12-29 10:29:35.653465+00:00,sale
367,367,2 Bedroom Apartment in Granadilla,Tenerife,Granadilla de Abona,108000,2,58,https://www.kyero.com/en/property/7024072-apartment-for-sale-granadilla,2020-12-29 10:29:35.657081+00:00,sale
368,368,2 Bedroom Apartment in Buzanada,Tenerife,Buzanada,120000,2,113,https://www.kyero.com/en/property/7680839-apartment-for-sale-buzanada,2020-12-29 10:29:35.659376+00:00,sale
369,369,2 Bedroom Apartment in Granadilla,Tenerife,Granadilla de Abona,129000,2,78,https://www.kyero.com/en/property/7872507-apartment-for-sale-granadilla,2020-12-29 10:29:35.661713+00:00,sale
370,370,2 Bedroom Apartment in Adeje,Tenerife,Adeje,137900,2,54,https://www.kyero.com/en/property/7138935-apartment-for-sale-adeje,2020-12-29 10:29:35.664168+00:00,sale
371,371,3 Bedroom Apartment in La Montaneta,Tenerife,La Montaneta,67200,3,115,https://www.kyero.com/en/property/7122835-apartment-for-sale-la-montaneta,2020-12-29 10:29:35.666466+00:00,sale
372,372,2 Bedroom Apartment in Santiago Del Teide,Tenerife,Santiago del Teide,136000,2,72,https://www.kyero.com/en/property/6602691-apartment-for-sale-santiago-del-teide,2020-12-29 10:29:35.668886+00:00,sale
373,373,2 Bedroom Apartment in Puerto De La Cruz,Tenerife,Puerto de la Cruz,139000,2,60,https://www.kyero.com/en/property/7566411-apartment-for-sale-puerto-de-la-cruz,2020-12-29 10:29:35.671219+00:00,sale
374,374,3 Bedroom Apartment in Valle De San Lorenzo,Tenerife,Valle de San Lorenzo,129000,3,100,https://www.kyero.com/en/property/7570950-apartment-for-sale-valle-de-san-lorenzo,2020-12-29 10:29:35.673590+00:00,sale
375,375,2 Bedroom Apartment in Costa Del Silencio,Tenerife,Costa del Silencio,105000,2,65,https://www.kyero.com/en/property/7672234-apartment-for-sale-costa-del-silencio,2020-12-29 10:29:35.675757+00:00,sale
376,376,3 Bedroom Apartment in Guaza,Tenerife,Guaza,115500,3,123,https://www.kyero.com/en/property/7671098-apartment-for-sale-guaza,2020-12-29 10:29:35.678025+00:00,sale
377,377,2 Bedroom Apartment in Playa Paraiso,Tenerife,Playa Paraiso,126000,2,62,https://www.kyero.com/en/property/6971363-apartment-for-sale-playa-paraiso,2020-12-29 10:29:35.680277+00:00,sale
378,378,2 Bedroom Apartment in Puerto De La Cruz,Tenerife,Puerto de la Cruz,149000,2,96,https://www.kyero.com/en/property/6800892-apartment-for-sale-puerto-de-la-cruz,2020-12-29 10:29:35.682811+00:00,sale
379,379,2 Bedroom Apartment in Buzanada,Tenerife,Buzanada,105000,2,65,https://www.kyero.com/en/property/7704970-apartment-for-sale-buzanada,2020-12-29 10:29:35.685230+00:00,sale
380,380,3 Bedroom Apartment in Las Galletas,Tenerife,Las Galletas,125000,3,99,https://www.kyero.com/en/property/7671094-apartment-for-sale-las-galletas,2020-12-29 10:29:35.687439+00:00,sale
381,381,2 Bedroom Apartment in Santa Cruz De Tenerife,Tenerife,Santa Cruz de Tenerife,110000,2,122,https://www.kyero.com/en/property/7748404-apartment-for-sale-santa-cruz-de-tenerife,2020-12-29 10:29:35.689863+00:00,sale
382,382,2 Bedroom Apartment in Puerto De Santiago,Tenerife,Puerto de Santiago,120000,2,65,https://www.kyero.com/en/property/7441111-apartment-for-sale-puerto-de-santiago,2020-12-29 10:29:35.692537+00:00,sale
383,383,2 Bedroom Apartment in Buzanada,Tenerife,Buzanada,77000,2,49,https://www.kyero.com/en/property/7680827-apartment-for-sale-buzanada,2020-12-29 10:29:35.694911+00:00,sale
384,384,2 Bedroom Apartment in Guia De Isora,Tenerife,Guia de Isora,105000,2,65,https://www.kyero.com/en/property/7065934-apartment-for-sale-guia-de-isora,2020-12-29 10:29:35.697350+00:00,sale
385,385,3 Bedroom Apartment in San Cristobal de La Laguna,Tenerife,San Cristobal de la Laguna,120000,3,163,https://www.kyero.com/en/property/7653290-apartment-for-sale-san-cristobal-de-la-laguna,2020-12-29 10:29:35.699612+00:00,sale
386,386,3 Bedroom Apartment in Santiago Del Teide,Tenerife,Santiago del Teide,120000,3,90,https://www.kyero.com/en/property/7653331-apartment-for-sale-santiago-del-teide,2020-12-29 10:29:35.701964+00:00,sale
387,387,2 Bedroom Apartment in Guargacho,Tenerife,Guargacho,129000,2,60,https://www.kyero.com/en/property/6290497-apartment-for-sale-guargacho,2020-12-29 10:29:35.704375+00:00,sale
388,388,3 Bedroom Apartment in Chayofa,Tenerife,Chayofa,100500,3,109,https://www.kyero.com/en/property/7680820-apartment-for-sale-chayofa,2020-12-29 10:29:35.706745+00:00,sale
389,389,2 Bedroom Apartment in Granadilla,Tenerife,Granadilla de Abona,87900,2,50,https://www.kyero.com/en/property/7672248-apartment-for-sale-granadilla,2020-12-29 10:29:35.709114+00:00,sale
390,390,2 Bedroom Apartment in Arona,Tenerife,Arona,79900,2,50,https://www.kyero.com/en/property/7672225-apartment-for-sale-arona,2020-12-29 10:29:35.711318+00:00,sale
391,391,2 Bedroom Apartment in Costa Del Silencio,Tenerife,Costa del Silencio,129000,2,55,https://www.kyero.com/en/property/5849380-apartment-for-sale-costa-del-silencio,2020-12-29 10:29:35.713894+00:00,sale
392,392,2 Bedroom Apartment in Granadilla,Tenerife,Granadilla de Abona,148000,2,100,https://www.kyero.com/en/property/7672230-apartment-for-sale-granadilla,2020-12-29 10:29:35.716434+00:00,sale
393,393,3 Bedroom Apartment in Adeje,Tenerife,Adeje,135000,3,81,https://www.kyero.com/en/property/7705135-apartment-for-sale-adeje,2020-12-29 10:29:35.718977+00:00,sale
394,394,3 Bedroom Apartment in San Miguel De Abona,Tenerife,San Miguel de Abona,144000,3,100,https://www.kyero.com/en/property/7672219-apartment-for-sale-san-miguel-de-abona,2020-12-29 10:29:35.721481+00:00,sale
395,395,2 Bedroom Apartment in Tijoco,Tenerife,Tijoco,130000,2,60,https://www.kyero.com/en/property/6905425-apartment-for-sale-tijoco,2020-12-29 10:29:35.723802+00:00,sale
396,396,2 Bedroom Apartment in Fraile Viejo,Tenerife,Fraile Viejo,69000,2,54,https://www.kyero.com/en/property/7688114-apartment-for-sale-fraile-viejo,2020-12-29 10:29:35.726323+00:00,sale
397,397,2 Bedroom Apartment in Arona,Tenerife,Arona,110000,2,80,https://www.kyero.com/en/property/7672132-apartment-for-sale-arona,2020-12-29 10:29:35.728807+00:00,sale
398,398,3 Bedroom Apartment in Santa Cruz De Tenerife,Tenerife,Santa Cruz de Tenerife,144000,3,115,https://www.kyero.com/en/property/7653309-apartment-for-sale-santa-cruz-de-tenerife,2020-12-29 10:29:35.731119+00:00,sale
399,399,2 Bedroom Apartment in Poris De Abona,Tenerife,Poris de Abona,147000,2,65,https://www.kyero.com/en/property/7295196-apartment-for-sale-poris-de-abona,2020-12-29 10:29:35.733440+00:00,sale
